"","gene_id","logFC","logCPM","LR","PValue","FDR","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.nonCanonical","symbol"
"14605","ENSG00000284841",-0.427310378433568,3.62630685436657,19.8446232667096,8.39986660670251e-06,0.00896353251575029,"H2AW",NA,NA,NA,NA,NA,NA,NA,NA
"90","ENSG00000006015",-0.247911938282302,6.52976997119488,19.299644777352,1.1172713380071e-05,0.0110647104840636,"REX1BD",NA,NA,NA,NA,NA,NA,NA,NA
"12592","ENSG00000206579",0.305445170948817,5.69012818951517,18.5721561291652,1.63592656001954e-05,0.0151885556556814,"XKR4",-1.02334231373047,2,1,2,0,1,0,"XKR4"
"9253","ENSG00000168137",0.317096750368146,5.45769862974037,18.3500199479252,1.83817060322465e-05,0.0160623672417072,"SETD5",-0.0958917413748062,0,0,1,0,0,0,"SETD5"
"13358","ENSG00000243335",-0.329159129184607,5.19752448999245,18.1013830858016,2.09449237555592e-05,0.0172853801327129,"KCTD7",NA,NA,NA,NA,NA,NA,NA,NA
"3873","ENSG00000119414",0.272749211378658,5.27172902217847,17.9963982801601,2.21323326222871e-05,0.0173039895317934,"PPP6C",-0.54094277929967,1,1,1,0,0,0,"PPP6C"
"695","ENSG00000064393",0.328152254827134,5.28591519069692,17.8593110382356,2.3785261088845e-05,0.0176665026737396,"HIPK2",-0.76187232085808,0,3,4,0,0,0,"HIPK2"
"9334","ENSG00000168702",0.472815479454501,3.00739797138565,17.5472872418988,2.80250323092689e-05,0.0198243740454376,"LRP1B",-0.501886396210312,0,0,0,0,11,0,"LRP1B"
"8709","ENSG00000165029",0.458034441723322,3.75726790734817,17.2939524707562,3.2020430068793e-05,0.0216210676669054,"ABCA1",-0.353509941069444,0,1,1,0,2,0,"ABCA1"
"1221","ENSG00000081138",0.232358435250825,6.13962633255648,17.2019399610045,3.36092966933374e-05,0.0217072218425882,"CDH7",-0.851854225423592,0,2,5,0,0,0,"CDH7"
"11377","ENSG00000185942",0.328846245245239,8.17528334952527,16.901697440154,3.9366363676074e-05,0.0243661388503366,"NKAIN3",-1.02570801532823,0,2,7,0,1,0,"NKAIN3"
"10300","ENSG00000176101",-0.213817012854423,5.97275487885164,16.7705783333159,4.21822930332825e-05,0.0250647185203765,"SSNA1",NA,NA,NA,NA,NA,NA,NA,NA
"1257","ENSG00000082701",0.344293677618489,4.92064027786762,16.6521820097258,4.48986304095669e-05,0.025652659797466,"GSK3B",-0.524091075393141,0,1,2,0,0,0,"GSK3B"
"13531","ENSG00000254221",1.81527882877565,-0.377118558597695,16.3330549225528,5.31290862275742e-05,0.0292308361448376,"PCDHGB1",NA,NA,NA,NA,NA,NA,NA,NA
"2358","ENSG00000104695",0.469762807081123,5.21025859699751,15.868410163132,6.79027229632851e-05,0.0345647076883837,"PPP2CB",-0.0572897396256931,0,0,0,0,2,0,"PPP2CB"
"2473","ENSG00000105472",-0.34945571184108,4.01090109752475,15.8915475635714,6.7077618706107e-05,0.0345647076883837,"CLEC11A",NA,NA,NA,NA,NA,NA,NA,NA
"11634","ENSG00000188290",-0.485069041748654,4.79548555908905,15.8161488151561,6.98041892057564e-05,0.0345647076883837,"HES4",NA,NA,NA,NA,NA,NA,NA,NA
"2215","ENSG00000103152",-0.267593718769256,4.71239233644711,15.6823344290787,7.49206653413577e-05,0.0359014994724474,"MPG",NA,NA,NA,NA,NA,NA,NA,NA
"2104","ENSG00000102109",-0.328043187507478,8.77141233052653,15.5583365885218,7.99981142946678e-05,0.0371366246202278,"PCSK1N",NA,NA,NA,NA,NA,NA,NA,NA
"11040","ENSG00000183454",0.583420745824984,2.58526356423593,15.4709671909807,8.37823131590691e-05,0.0377147352114537,"GRIN2A",-1.23073828141268,1,3,5,0,2,0,"GRIN2A"
"9228","ENSG00000168003",-0.194051306690039,6.81117077382944,15.3466017780584,8.94817295560992e-05,0.0378195327793432,"SLC3A2",NA,NA,NA,NA,NA,NA,NA,NA
"11524","ENSG00000187231",0.210188835906254,6.0816046897722,15.3876702553915,8.75577531941371e-05,0.0378195327793432,"SESTD1",-0.546198329583025,0,1,2,0,2,0,"SESTD1"
"12838","ENSG00000221866",0.326443077180837,5.40373913847193,15.30131151307,9.16528562811413e-05,0.0378195327793432,"PLXNA4",-0.0208687085802089,0,0,0,0,1,0,"PLXNA4"
"7285","ENSG00000152082",-0.29077121724205,8.16139093432118,14.9460923731399,0.000110626941106817,0.0432464002668888,"MZT2B",NA,NA,NA,NA,NA,NA,NA,NA
"9975","ENSG00000173212",0.349314007666218,4.33867711050945,14.9549644295236,0.000110107973198231,0.0432464002668888,"MAB21L3",-0.613935880349117,0,1,2,0,0,0,"MAB21L3"
"2589","ENSG00000106261",0.23431701420747,5.7478844156112,14.7186135298726,0.000124808055303965,0.0475390682446256,"ZKSCAN1",-0.933170716540825,0,2,2,0,5,0,"ZKSCAN1"
"6635","ENSG00000144649",0.251664037317818,6.31726252517755,14.6640317850242,0.000128474645312635,0.0477122714029797,"GASK1A",NA,NA,NA,NA,NA,NA,NA,NA
"3886","ENSG00000119547",0.284683089128897,6.87668848147834,14.5072496184085,0.000139621192157799,0.050587141695222,"ONECUT2",-1.11558928659366,0,4,2,0,0,0,"ONECUT2"
"399","ENSG00000034713",0.190355082149261,9.61931205093321,14.0962526253152,0.000173689472571086,0.0589449070432848,"GABARAPL2",NA,NA,NA,NA,NA,NA,NA,NA
"1157","ENSG00000078814",0.888925401499244,0.729344425652635,14.0029007014796,0.000182528826926362,0.0589449070432848,"MYH7B",NA,NA,NA,NA,NA,NA,NA,NA
"6700","ENSG00000145332",0.336826947652092,3.56750544378092,14.044863942936,0.000178500665795985,0.0589449070432848,"KLHL8",-0.161411539313178,0,0,1,0,0,0,"KLHL8"
"9164","ENSG00000167674",-0.226780020282011,4.98793467069482,14.1175846755566,0.000171730851145584,0.0589449070432848,"HDGFL2",NA,NA,NA,NA,NA,NA,NA,NA
"14289","ENSG00000278780",0.412925605094807,3.55369725148013,14.0224705689855,0.000180638994728507,0.0589449070432848,"ZNF430",NA,NA,NA,NA,NA,NA,NA,NA
"1506","ENSG00000090316",-0.237736189022492,5.76195602452151,13.8261099307873,0.000200530100322068,0.0625612359294045,"MAEA",-0.141225653452072,0,1,0,0,0,0,"MAEA"
"4497","ENSG00000125970",-0.179597978488074,7.43608181695636,13.77225432571,0.000206361532180466,0.0625612359294045,"RALY",-0.25309850354579,1,0,0,0,0,0,"RALY"
"9681","ENSG00000171105",0.340280972537186,3.83475137539344,13.8025955259076,0.000203055517379618,0.0625612359294045,"INSR",-0.323246080554674,0,1,0,0,3,0,"INSR"
"3996","ENSG00000120519",0.639822165508204,1.6245408760468,13.7082658196558,0.000213512692408835,0.063434620914665,"SLC10A7",-0.670429146747151,0,2,1,0,0,0,"SLC10A7"
"1158","ENSG00000078902",-0.184586209492014,6.45330117060043,13.5945904175593,0.000226838254349717,0.0649441732043464,"TOLLIP",NA,NA,NA,NA,NA,NA,NA,NA
"8609","ENSG00000164483",-0.746758076021256,0.940424118290347,13.5904642873072,0.000227337395262606,0.0649441732043464,"SAMD3",NA,NA,NA,NA,NA,NA,NA,NA
"7840","ENSG00000158710",-0.213974165772594,8.20259697946943,13.4469162239412,0.000245409233922641,0.0677643270395556,"TAGLN2",NA,NA,NA,NA,NA,NA,NA,NA
"9931","ENSG00000172888",0.455499128421038,2.78352492552395,13.4398692109683,0.000246332794354494,0.0677643270395556,"ZNF621",-0.401511665685728,0,0,0,0,5,0,"ZNF621"
"538","ENSG00000051128",-0.386628258034048,3.02414685031363,13.3315482733508,0.000260977949212844,0.0696208004027537,"HOMER3",NA,NA,NA,NA,NA,NA,NA,NA
"10136","ENSG00000174606",0.447981232505457,2.71406246351666,13.3209675385987,0.000262454717102269,0.0696208004027537,"ANGEL2",-0.184586555564286,0,1,0,0,0,0,"ANGEL2"
"9663","ENSG00000170921",0.329251626423805,5.3925787632779,13.2687344923587,0.0002698693196291,0.0703317323349172,"TANC2",-0.428843868885142,1,0,0,0,1,0,"TANC2"
"3662","ENSG00000116857",-0.164950152169091,7.76253632675499,13.2239942401664,0.000276387993409729,0.0703869580985362,"TMEM9",-0.117912474319887,0,0,1,0,1,0,"TMEM9"
"12050","ENSG00000197563",0.309874428615739,4.76661846041846,13.2026218058291,0.00027955776020287,0.0703869580985362,"PIGN",NA,NA,NA,NA,NA,NA,NA,NA
"6369","ENSG00000142544",-0.536243225700163,2.38039195947668,13.1623680200293,0.000285627696883936,0.0707166572868479,"CTU1",NA,NA,NA,NA,NA,NA,NA,NA
"1442","ENSG00000088882",0.306378592890049,5.19843246013393,12.9217733509516,0.0003247820210113,0.071152948869721,"CPXM1",NA,NA,NA,NA,NA,NA,NA,NA
"2730","ENSG00000107816",-0.467535309084272,2.81247335636957,13.000002184945,0.000311490613300776,0.071152948869721,"LZTS2",NA,NA,NA,NA,NA,NA,NA,NA
"4794","ENSG00000129968",-0.295488982278892,5.54645929275517,13.030531393589,0.000306453580941731,0.071152948869721,"ABHD17A",NA,NA,NA,NA,NA,NA,NA,NA
"10685","ENSG00000179965",-0.280595317188663,4.28609203446495,12.9394907455187,0.000321722519738632,0.071152948869721,"ZNF771",NA,NA,NA,NA,NA,NA,NA,NA
"13687","ENSG00000260092",-2.77805668491757,-1.26987163727255,13.1140968533372,0.000293082064309932,0.071152948869721,"ENSG00000260092",NA,NA,NA,NA,NA,NA,NA,NA
"14181","ENSG00000276734",0.345186252113212,8.3902852499415,12.9164410587749,0.00032570855086779,0.071152948869721,"KIF5C",NA,NA,NA,NA,NA,NA,NA,NA
"14510","ENSG00000283530",0.303434058099117,5.35471069459231,12.9481639377319,0.000320235414560584,0.071152948869721,"MGAT4C",NA,NA,NA,NA,NA,NA,NA,NA
"14710","ENSG00000285827",-3.51543902281385,-0.711983932861041,13.0760385547068,0.000299097338208799,0.071152948869721,"ENSG00000285827",NA,NA,NA,NA,NA,NA,NA,NA
"3591","ENSG00000116191",0.375932265461775,3.06998642728655,12.8593609646376,0.000335795243738457,0.0720095743059076,"RALGPS2",-0.108526546660608,0,0,1,0,0,0,"RALGPS2"
"9339","ENSG00000168758",0.541436688537925,4.04663586012809,12.8132547069538,0.000344172317449979,0.0720095743059076,"SEMA4C",-0.324192912810695,0,1,0,0,0,0,"SEMA4C"
"13965","ENSG00000273173",-0.473708232904774,2.97230403815754,12.8198183244575,0.00034296702433248,0.0720095743059076,"SNURF",-0.435528436889041,0,1,0,0,0,0,"SNURF"
"13363","ENSG00000243449",-0.340321353807946,8.61090762678932,12.7647866797933,0.00035320587237485,0.0728732393628945,"C4orf48",NA,NA,NA,NA,NA,NA,NA,NA
"13956","ENSG00000273045",-0.38033534883299,3.70573661283575,12.7370245672023,0.000358487553571305,0.072949761757558,"C2orf15",NA,NA,NA,NA,NA,NA,NA,NA
"10386","ENSG00000176973",-0.19566648658483,7.16834288978217,12.6982175671219,0.000366004282373086,0.0734728866844891,"FAM89B",NA,NA,NA,NA,NA,NA,NA,NA
"7305","ENSG00000152242",0.533930439725538,1.84612551687319,12.6406605666456,0.00037744658474423,0.0747595868850072,"C18orf25",-0.67479189300674,0,3,0,0,0,0,"C18orf25"
"939","ENSG00000071967",0.918343893843217,0.779299798770201,12.5483319677184,0.000396560128331605,0.0775118513995525,"CYBRD1",NA,NA,NA,NA,NA,NA,NA,NA
"4219","ENSG00000123154",-0.250285814742021,4.87437808075366,12.4763725201596,0.000412131728944417,0.0795093095255755,"WDR83",NA,NA,NA,NA,NA,NA,NA,NA
"5152","ENSG00000132781",-0.630094465329103,2.30597910440184,12.3983771822834,0.000429707127929998,0.080888185740966,"MUTYH",NA,NA,NA,NA,NA,NA,NA,NA
"10443","ENSG00000177565",0.310027138255449,3.81850533077399,12.3539060489337,0.000440064776957796,0.080888185740966,"TBL1XR1",-0.44296980476926,0,1,0,0,0,0,"TBL1XR1"
"12627","ENSG00000213221",-0.39427980752864,3.27998992492473,12.3804626273823,0.000433849641761901,0.080888185740966,"DNLZ",NA,NA,NA,NA,NA,NA,NA,NA
"13087","ENSG00000232838",0.391996318999221,3.3384186801524,12.3496896805488,0.000441059780883086,0.080888185740966,"PET117",-0.364409727262001,1,0,0,0,1,0,"PET117"
"2401","ENSG00000104969",-0.193434422755633,6.26510950773154,12.3070589190127,0.000451248451065208,0.0813778391587924,"SGTA",NA,NA,NA,NA,NA,NA,NA,NA
"11137","ENSG00000184164",-0.26717900449503,4.86969314937169,12.292894559864,0.00045468600809019,0.0813778391587924,"CRELD2",NA,NA,NA,NA,NA,NA,NA,NA
"2388","ENSG00000104892",-0.594361955984654,1.76155941585992,12.2153668508025,0.000473974899195705,0.083820203899431,"KLC3",NA,NA,NA,NA,NA,NA,NA,NA
"6212","ENSG00000140961",-1.44925146465767,-0.0840479402595871,12.0275109321012,0.000524210324402263,0.0916134631646544,"OSGIN1",NA,NA,NA,NA,NA,NA,NA,NA
"8950","ENSG00000166435",0.505260460391575,2.52878758674612,11.9110243576265,0.000558027056054633,0.0963894409033904,"XRRA1",NA,NA,NA,NA,NA,NA,NA,NA
"569","ENSG00000054654",0.503336604595642,2.31071519689959,11.879828192535,0.00056745175554775,0.0968907566512853,"SYNE2",-0.0121148035072697,0,0,0,0,1,0,"SYNE2"
"7273","ENSG00000151914",0.209673829443503,6.6945504186456,11.8127953350686,0.000588250470294945,0.0970940081803491,"DST",-0.514055401030935,0,0,0,0,13,0,"DST"
"7875","ENSG00000159140",0.2246924997009,7.12704548610456,11.8497452199533,0.000576692352324026,0.0970940081803491,"SON",-0.136322436284697,0,0,1,0,0,0,"SON"
"12219","ENSG00000198467",-0.735810920712746,1.58817795832649,11.822965125134,0.000585046173518836,0.0970940081803491,"TPM2",NA,NA,NA,NA,NA,NA,NA,NA
"560","ENSG00000054116",-0.361191627050026,6.73467677395458,11.7901507905509,0.000595449119219588,0.0972021611649119,"TRAPPC3",NA,NA,NA,NA,NA,NA,NA,NA
"388","ENSG00000033170",0.386208829439055,3.38429575730733,11.7208666345096,0.000618031664100586,0.0995203894647299,"FUT8",NA,NA,NA,NA,NA,NA,NA,NA
"546","ENSG00000052723",0.228171529465356,5.79082546795835,11.7058199132827,0.000623049223845162,0.0995203894647299,"SIKE1",-0.129279412813641,0,1,0,0,0,0,"SIKE1"
"12774","ENSG00000215301",0.268992747497531,6.10743509352452,11.6789978824104,0.000632095696545484,0.0998912933210975,"DDX3X",-0.790192939625073,1,2,0,0,0,0,"DDX3X"
"2240","ENSG00000103275",0.2183721348371,5.74711635568408,11.6544280429409,0.000640498938276094,0.10015380766412,"UBE2I",-0.115979571269769,0,0,1,0,1,0,"UBE2I"
"3404","ENSG00000114737",0.465826700264744,2.47188862196208,11.5198034084608,0.000688586714122716,0.106551621232218,"CISH",-0.248739869287983,0,1,0,0,0,0,"CISH"
"9819","ENSG00000172009",-0.363373022734722,3.33498175980384,11.451257160223,0.000714456477590457,0.108298479332717,"THOP1",NA,NA,NA,NA,NA,NA,NA,NA
"14037","ENSG00000274538",-0.303864517143834,4.5674708379469,11.4582302816676,0.000711780522165364,0.108298479332717,"PHLDA2",NA,NA,NA,NA,NA,NA,NA,NA
"9981","ENSG00000173230",0.178637676155648,5.63809973064041,11.3779508552841,0.000743210614273017,0.111519128030562,"GOLGB1",-0.259706293089789,0,0,3,0,0,0,"GOLGB1"
"1637","ENSG00000095794",-0.250958245036988,5.30614391728215,11.2825965745925,0.000782370528986799,0.11507043770395,"CREM",-0.191926938343393,0,0,2,0,0,0,"CREM"
"7199","ENSG00000151240",0.182054923095512,6.59420245647751,11.2867985167708,0.00078060174688558,0.11507043770395,"DIP2C",-0.605933924583827,0,2,0,0,2,0,"DIP2C"
"997","ENSG00000073792",0.287910648247126,3.8282990594744,11.2636939041573,0.000790377720814619,0.11510844159511,"IGF2BP2",-0.502657481032573,1,1,0,0,1,0,"IGF2BP2"
"1791","ENSG00000100246",-0.250928931550009,4.75536243631201,11.1745533216991,0.000829268580165155,0.119599852022848,"DNAL4",NA,NA,NA,NA,NA,NA,NA,NA
"7059","ENSG00000149243",-0.390067313109008,3.12333188829422,11.1365112107245,0.000846449418496843,0.11975243915972,"KLHL35",-0.121755921806753,0,0,1,0,0,0,"KLHL35"
"10532","ENSG00000178381",-0.177555705316898,6.73456545800593,11.1380539452504,0.000845745728342144,0.11975243915972,"ZFAND2A",NA,NA,NA,NA,NA,NA,NA,NA
"9418","ENSG00000169203",1.90823030675314,-1.17964658258828,11.0915242218159,0.000867231746345806,0.121535165961952,"NPIPB12",NA,NA,NA,NA,NA,NA,NA,NA
"6233","ENSG00000141101",-0.402478641364844,2.74426598207861,11.0535107499266,0.000885194200419094,0.121857638282937,"NOB1",-0.0245756375867876,0,0,0,0,1,0,"NOB1"
"6614","ENSG00000144485",-0.253265397664149,6.07496250467685,11.0519512801723,0.000885939073346158,0.121857638282937,"HES6",NA,NA,NA,NA,NA,NA,NA,NA
"1531","ENSG00000090932",-0.211539198669156,5.63506123734853,11.0062095831151,0.000908071534792752,0.123755987608682,"DLL3",-0.0183856284237244,0,0,0,0,1,0,"DLL3"
"13260","ENSG00000240024",-0.235489328214149,5.7050240098808,10.8946260555591,0.000964436573853467,0.130242775496302,"LINC00888",NA,NA,NA,NA,NA,NA,NA,NA
"3771","ENSG00000118058",0.283712922879484,4.67085145240902,10.8368981952431,0.000994972661771311,0.133156026041557,"KMT2A",-1.2147604085844,2,2,0,0,5,0,"KMT2A"
"369","ENSG00000029725",0.246585936505128,6.12809525171556,10.7986768934306,0.00101572665154838,0.13332277644838,"RABEP1",-0.133171973047209,0,1,0,0,0,0,"RABEP1"
"1986","ENSG00000101246",-0.24962890616916,5.10282787584762,10.7371341131651,0.00105006831669205,0.13332277644838,"ARFRP1",-0.0724149887655132,0,0,1,0,0,0,"ARFRP1"
"4726","ENSG00000129007",0.38838256693838,3.87873030377711,10.7658746821912,0.00103388692679071,0.13332277644838,"CALML4",NA,NA,NA,NA,NA,NA,NA,NA
"5168","ENSG00000132879",-0.190615391092174,5.99243749341024,10.7451660905613,0.00104552056865474,0.13332277644838,"FBXO44",NA,NA,NA,NA,NA,NA,NA,NA
"7025","ENSG00000148826",-0.249491761097026,4.69470937015056,10.7475814295715,0.00104415689072855,0.13332277644838,"NKX6-2",NA,NA,NA,NA,NA,NA,NA,NA
"8584","ENSG00000164327",0.476311004876444,2.0866744572518,10.7661905119191,0.00103371051770349,0.13332277644838,"RICTOR",-0.407419420088683,0,1,1,0,0,0,"RICTOR"
"1746","ENSG00000100084",-0.489971469243631,3.2912804193332,10.6778787073438,0.00108424324903179,0.136201993794614,"HIRA",NA,NA,NA,NA,NA,NA,NA,NA
"3755","ENSG00000117707",0.301956591434368,3.64009889715469,10.6227518598755,0.00111704689415265,0.136201993794614,"PROX1",-1.05683030682642,2,2,3,0,0,0,"PROX1"
"4138","ENSG00000122299",0.301774078870512,4.49083647851747,10.6202003931457,0.00111858924557004,0.136201993794614,"ZC3H7A",-0.0667988621248967,0,0,0,0,2,0,"ZC3H7A"
"5994","ENSG00000138835",-0.308430235149332,3.70015808560317,10.6494810642499,0.00110101794183991,0.136201993794614,"RGS3",NA,NA,NA,NA,NA,NA,NA,NA
"10949","ENSG00000182768",-0.225598981119033,9.34820128137791,10.6522569446299,0.00109936669683925,0.136201993794614,"NGRN",NA,NA,NA,NA,NA,NA,NA,NA
"2144","ENSG00000102572",0.216255280569756,5.65766718370195,10.5870893604659,0.00113880123223272,0.137535709795261,"STK24",-0.149646515263588,0,0,1,0,0,0,"STK24"
"13623","ENSG00000258130",-0.584990534853819,1.8921194099207,10.5485943783316,0.00116276480029766,0.139297347648562,"ENSG00000258130",NA,NA,NA,NA,NA,NA,NA,NA
"4353","ENSG00000124593",-0.372841819312988,3.55929727768332,10.5138927943105,0.00118480399274939,0.139684629462636,"ENSG00000124593",NA,NA,NA,NA,NA,NA,NA,NA
"5266","ENSG00000133878",-0.273664149499012,5.68348244557818,10.5163071482737,0.00118325703166305,0.139684629462636,"DUSP26",NA,NA,NA,NA,NA,NA,NA,NA
"11479","ENSG00000186767",0.289862272175546,4.49694991870072,10.4984050641375,0.00119477631103454,0.139751197641087,"SPIN4",NA,NA,NA,NA,NA,NA,NA,NA
"12604","ENSG00000212907",0.208857793095738,8.29521231453737,10.4597163487634,0.0012200601098453,0.141442374335806,"MT-ND4L",NA,NA,NA,NA,NA,NA,NA,NA
"14348","ENSG00000281178",0.249934362821691,5.00414854462929,10.4473163752363,0.00122827777107499,0.141442374335806,"MLXIP",NA,NA,NA,NA,NA,NA,NA,NA
"21","ENSG00000002587",-0.449918303588136,3.27586254779155,10.4061942487342,0.00125593312495012,0.141470342012832,"HS3ST1",-0.753323908891663,1,1,3,0,0,0,"HS3ST1"
"1990","ENSG00000101266",0.213268774837084,5.84088730173702,10.4223141486096,0.00124501788752567,0.141470342012832,"CSNK2A1",-0.337865451260263,1,0,0,0,0,0,"CSNK2A1"
"3389","ENSG00000114541",0.407989337449254,2.92546263866457,10.3687038655606,0.00128169499278005,0.141470342012832,"FRMD4B",-0.117635901542581,0,0,1,0,1,0,"FRMD4B"
"9240","ENSG00000168061",-0.237925906269184,4.58039745048467,10.3956044981478,0.00126315640356385,0.141470342012832,"SAC3D1",NA,NA,NA,NA,NA,NA,NA,NA
"12613","ENSG00000213064",0.382935020888151,3.09567148415425,10.3629999018045,0.00128566113576117,0.141470342012832,"SFT2D2",-1.14813968721983,1,6,1,0,1,0,"SFT2D2"
"12998","ENSG00000228628",0.427366097655115,3.14827012271372,10.3810972759516,0.00127312009919218,0.141470342012832,"ATF6B",NA,NA,NA,NA,NA,NA,NA,NA
"2112","ENSG00000102189",0.303621919796983,4.04052008029733,10.294262091413,0.00133444506415977,0.14169771219126,"EEA1",-0.679141606546959,1,0,3,0,1,0,"EEA1"
"2314","ENSG00000104290",0.215208513828029,5.6792220054986,10.335567565856,0.00130490992683512,0.14169771219126,"FZD3",-0.764049153737708,1,2,2,0,0,0,"FZD3"
"3114","ENSG00000111780",-1.45788198443147,-0.918136633439248,10.2797800741412,0.00134495977239769,0.14169771219126,"ENSG00000111780",NA,NA,NA,NA,NA,NA,NA,NA
"6170","ENSG00000140538",0.390898378753833,3.98230830017094,10.2926722123078,0.00133559532238685,0.14169771219126,"NTRK3",-0.973342865393904,1,3,2,0,1,0,"NTRK3"
"10230","ENSG00000175416",-0.16700223781769,8.58853429701983,10.3055355738748,0.00132631754935785,0.14169771219126,"CLTB",NA,NA,NA,NA,NA,NA,NA,NA
"13398","ENSG00000244457",-5.9226655273506,-1.69517115586163,10.2963038694729,0.00133296933321737,0.14169771219126,"ENO1P1",NA,NA,NA,NA,NA,NA,NA,NA
"4217","ENSG00000123144",-0.197411720566947,7.3937329399028,10.256591291163,0.00136197101155068,0.142479432229474,"TRIR",NA,NA,NA,NA,NA,NA,NA,NA
"10201","ENSG00000175197",-0.258865189477401,5.98460586493526,10.24234096857,0.00137253290962747,0.142580254353259,"DDIT3",NA,NA,NA,NA,NA,NA,NA,NA
"1181","ENSG00000079691",0.875138715536839,0.448266954106698,10.17823762247,0.0014210794580596,0.144748819507632,"CARMIL1",NA,NA,NA,NA,NA,NA,NA,NA
"4711","ENSG00000128872",0.267928119014826,6.55255079699537,10.1762130554958,0.0014226407033399,0.144748819507632,"TMOD2",NA,NA,NA,NA,NA,NA,NA,NA
"5027","ENSG00000131791",0.267707962309261,4.76826980098658,10.1995549287587,0.00140474553052048,0.144748819507632,"PRKAB2",NA,NA,NA,NA,NA,NA,NA,NA
"2167","ENSG00000102879",-0.172070702342263,6.39285583446777,10.1463369542951,0.00144588262340645,0.146112832453761,"CORO1A",NA,NA,NA,NA,NA,NA,NA,NA
"5414","ENSG00000135048",0.451748436190958,2.38834707322228,10.130769061469,0.00145814555886907,0.146356434304054,"CEMIP2",-0.0543931283107433,0,0,0,0,1,0,"CEMIP2"
"2434","ENSG00000105254",-0.17797570209296,9.59365834213342,10.0861876557647,0.00149384848238311,0.148933685944973,"TBCB",NA,NA,NA,NA,NA,NA,NA,NA
"87","ENSG00000005893",0.190289614689987,5.85405273665197,9.98624289309127,0.0015771406578265,0.152051054032163,"LAMP2",-0.590125068149776,1,0,3,0,0,0,"LAMP2"
"6154","ENSG00000140443",0.391839936318579,3.53729961685712,9.98799329449879,0.00157564217246413,0.152051054032163,"IGF1R",-0.138783850391463,0,0,1,0,3,0,"IGF1R"
"7400","ENSG00000153317",0.28743654878366,4.86752743457091,9.98072731433422,0.00158187188708522,0.152051054032163,"ASAP1",-0.0691461864225419,0,0,0,0,2,0,"ASAP1"
"8555","ENSG00000164187",0.289546002353058,3.46291498960594,10.0015761906808,0.00156406301871797,0.152051054032163,"LMBRD2",-0.797239156883873,1,1,2,0,1,0,"LMBRD2"
"12691","ENSG00000213999",2.77614042122863,-1.60475756828864,9.97567208336769,0.00158622085877713,0.152051054032163,"MEF2B",NA,NA,NA,NA,NA,NA,NA,NA
"13714","ENSG00000261279",0.63975318049266,2.97868790551391,9.97531247436731,0.00158653068831944,0.152051054032163,"ULK4P1",NA,NA,NA,NA,NA,NA,NA,NA
"693","ENSG00000064309",0.992881575950124,1.22804948615574,9.96268731812751,0.00159744712993616,0.1521158789436,"CDON",NA,NA,NA,NA,NA,NA,NA,NA
