"","gene_id","logFC","logCPM","LR","PValue","FDR","gene_name","transcript","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.nonCanonical","symbol"
"12264","ENSG00000198712",-0.345886965851525,12.8806555396635,31.7265382429724,1.77480363877273e-08,1.05458832215876e-05,"MT-CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12335","ENSG00000198886",-0.485008170375218,11.9484901555659,30.9318827309005,2.67245202144458e-08,1.52689518379074e-05,"MT-ND4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","ENSG00000004866",-0.354538092436444,6.23660706948414,30.4284136178352,3.46416742494383e-08,1.87101319589258e-05,"ST7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12492","ENSG00000205060",-0.421237681061224,6.26877145711076,30.3937373417125,3.52664890508193e-08,1.87101319589258e-05,"SLC35B4","ENST00000378509",-0.803780411221201,0,1,1,0,1,0,"SLC35B4"
"399","ENSG00000034713",0.285563586624058,9.61931205093321,29.9662974727562,4.39621284028524e-08,2.2236780871011e-05,"GABARAPL2","ENST00000565057",-0.21551882079753,0,0,0,0,1,0,"GABARAPL2"
"9046","ENSG00000166974",-0.343175022485881,7.80619051714249,29.9250357041102,4.49076692110624e-08,2.2236780871011e-05,"MAPRE2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10862","ENSG00000182087",-0.356258515457129,5.5228922447252,27.4932665137436,1.57642394458824e-07,7.55412183769623e-05,"TMEM259",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","ENSG00000084628",-0.413223576596433,5.81452378686689,26.8456260938649,2.20372542463934e-07,0.000102301066196929,"NKAIN1","ENST00000373736",-0.956353588954888,1,0,0,0,0,0,"NKAIN1"
"10674","ENSG00000179912",-0.41460778265879,4.92857874940088,25.905932474989,3.58465794470886e-07,0.000158722872439956,"R3HDM2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11521","ENSG00000187189",-0.362118770583021,5.92822772106241,25.8801615537361,3.63283585523966e-07,0.000158722872439956,"TSPYL4","ENST00000420283",-0.379083231450604,0,0,1,0,1,0,"TSPYL4"
"6328","ENSG00000142039",-0.655717102982929,4.07671943822161,25.6591559394692,4.07358129335502e-07,0.000172894428893682,"CCDC97","ENST00000269967",-0.564381047948703,0,0,2,0,0,0,"CCDC97"
"8565","ENSG00000164244",-0.468951696773933,4.35723413591161,25.0477562537281,5.59277974634906e-07,0.000230473027463271,"PRRC1","ENST00000442138",-0.722252699927013,0,1,2,0,0,0,"PRRC1"
"10250","ENSG00000175582",-0.290926125267789,7.91930505180272,24.9974923067717,5.74049277424505e-07,0.000230473027463271,"RAB6A","ENST00000310653",-0.359876568480762,0,0,1,0,0,0,"RAB6A"
"5691","ENSG00000136854",-0.292338477026817,7.83740871293723,24.7416078470413,6.55536075331112e-07,0.000256262852606412,"STXBP1","ENST00000637464",-1.20315931433291,1,0,2,0,0,0,"STXBP1"
"6106","ENSG00000139998",-0.255586448868276,7.63193375841849,24.4708323571308,7.54433365704597e-07,0.000287361734552354,"RAB15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13324","ENSG00000242220",-5.5331004556526,-1.04996206226704,24.0927528297521,9.18051555587489e-07,0.000340941396456304,"TCP10L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9134","ENSG00000167548",-0.675818153616193,2.57622748849595,23.7023204290776,1.12446876349495e-06,0.000407414231261404,"KMT2D","ENST00000301067",-1.29054524544666,1,0,1,0,3,0,"KMT2D"
"3179","ENSG00000112290",-0.306208700136942,6.70743744461837,22.2148443687852,2.43781699616084e-06,0.000862232654237362,"WASF1","ENST00000359451",-0.065117925642337,0,0,0,0,1,0,"WASF1"
"3064","ENSG00000111371",-0.298786400801929,7.14506516571828,21.6281764531536,3.30954132116157e-06,0.00111734628013307,"SLC38A1","ENST00000398637",-1.22576316703055,1,0,1,0,0,0,"SLC38A1"
"6016","ENSG00000139190",-0.441347224195697,5.2762343018911,21.6372969720173,3.29384184355864e-06,0.00111734628013307,"VAMP1","ENST00000361716",-0.256845651591212,0,0,1,0,0,0,"VAMP1"
"1992","ENSG00000101282",-1.188284027397,1.03230983147719,21.531021624903,3.48150998210127e-06,0.00114928512853587,"RSPO4","ENST00000217260",-0.0882313688708174,0,0,0,0,1,0,"RSPO4"
"3018","ENSG00000110881",-0.439492285734539,4.4956621907167,21.2940638556372,3.93949543585527e-06,0.00127220010216587,"ASIC1","ENST00000228468",-0.0368039397534164,0,0,0,0,1,0,"ASIC1"
"392","ENSG00000033800",-0.297197477828667,6.53882602266187,20.988606430795,4.62022829866763e-06,0.00146028705056825,"PIAS1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","ENSG00000078804",-0.333228069017879,5.76384423474199,20.861954990349,4.93601771940466e-06,0.00152759465045326,"TP53INP2","ENST00000374809",-0.678013592335218,0,1,1,0,0,0,"TP53INP2"
"14203","ENSG00000277025",-0.354541758056558,4.40457522679301,20.593986294327,5.67741758747403e-06,0.00172118445432504,"MBOAT7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12299","ENSG00000198804",-0.466334580219469,12.7667497203601,20.4772245140073,6.03450544538986e-06,0.00179285156782533,"MT-CO1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11683","ENSG00000188706",-0.280961649651256,5.80683851689721,20.2854983424292,6.67042512873187e-06,0.00194292480955514,"ZDHHC9","ENST00000357166",-1.01864645401534,1,0,0,0,1,0,"ZDHHC9"
"2545","ENSG00000105879",-0.422797251550317,4.20681557392974,19.3043830315227,1.11450217732888e-05,0.00318383266235009,"CBLL1","ENST00000440859",-0.513005258195052,0,1,0,0,0,0,"CBLL1"
"13573","ENSG00000255730",4.12312621720772,-0.781738858906522,19.0763780109385,1.25589783630938e-05,0.00352006836950488,"ENSG00000255730","ENST00000540732",-0.145884952699722,0,0,0,0,2,0,"ENSG00000255730.5"
"14737","ENSG00000286237",-1.30903536621665,2.00625787410164,18.7524515076931,1.48831909591599e-05,0.00409425558700594,"ARMCX5-GPRASP2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13139","ENSG00000234996",-0.857694517492478,1.46397354082203,18.6504895010237,1.57006957441129e-05,0.00424061518688723,"ACTG1P25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13199","ENSG00000237051",-0.336639275161731,6.13929601722556,18.5234981502256,1.67822458428962e-05,0.00445179039278969,"GABBR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7857","ENSG00000158850",-0.282334327839486,5.11122311867202,18.4789657934387,1.7178983993496e-05,0.00447708433725233,"B4GALT3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5871","ENSG00000138074",-0.308577788329576,4.75882413393986,17.6964987098137,2.59103084358852e-05,0.00648010037550033,"SLC5A6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7264","ENSG00000151834",-0.359961699199916,5.13192573123066,17.7352523687647,2.53877972403458e-05,0.00648010037550033,"GABRA2","ENST00000507460",-0.530113619507542,0,1,0,0,0,0,"GABRA2"
"9569","ENSG00000170275",-0.450113177332886,3.64328654907407,17.6772811403316,2.61734111430508e-05,0.00648010037550033,"CRTAP","ENST00000320954",-1.27468387191986,0,3,1,0,1,0,"CRTAP"
"8790","ENSG00000165548",-0.706526999933887,2.10772897426834,17.3999509617025,3.02833787309459e-05,0.0073747473942328,"TMEM63C","ENST00000298351",-1.13527324378361,1,1,0,0,0,0,"TMEM63C"
"3636","ENSG00000116675",-0.272028683026949,6.51345888250427,17.2573814662761,3.26426915767751e-05,0.00782108360279022,"DNAJC6","ENST00000263441",-0.521127972160292,0,0,2,0,0,0,"DNAJC6"
"5624","ENSG00000136295",-0.343620521026352,5.17426680696832,16.7934591871679,4.16767084805731e-05,0.00982710324569703,"TTYH3","ENST00000258796",-0.295917444217817,0,0,1,0,2,0,"TTYH3"
"1570","ENSG00000092051",-0.303823217185624,4.91313247227287,16.6953295570105,4.38889151500032e-05,0.0101659144844491,"JPH4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14582","ENSG00000284626",2.09841644817883,-0.655760435891072,16.6698537809894,4.44822915845971e-05,0.0101659144844491,"ENSG00000284626",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10207","ENSG00000175220",-0.343351014738781,4.67636993332615,16.5242501432829,4.80318250743762e-05,0.0108107994163615,"ARHGAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","ENSG00000039523",-0.440114864197194,4.04835395783791,16.4659740613689,4.95310682777577e-05,0.0108203532245013,"RIPOR1","ENST00000042381",-0.0371185456607382,0,0,0,0,1,0,"RIPOR1"
"11997","ENSG00000197183",-0.281494429931129,5.74519514327644,16.4716278369599,4.93835780935631e-05,0.0108203532245013,"NOL4L","ENST00000359676",-0.35585805179039,0,1,0,0,1,0,"NOL4L"
"7540","ENSG00000155099",-0.241898530765491,7.50197796976011,16.2146575538651,5.65548374584778e-05,0.0121756827600824,"PIP4P2","ENST00000285419",-0.874415995016745,0,1,1,0,0,0,"PIP4P2"
"10191","ENSG00000175115",-0.318242745518704,4.59218331587596,16.1079241962509,5.98331548286756e-05,0.0126974502139997,"PACS1","ENST00000320580",-0.0677072185626397,0,0,0,0,1,0,"PACS1"
"12824","ENSG00000220205",-0.31632778805738,9.54869107466696,15.8745731118872,6.76819533348246e-05,0.0141607805181524,"VAMP2","ENST00000404970",-0.289707517411303,0,0,0,0,1,0,"VAMP2"
"7769","ENSG00000157851",-0.219699255291957,7.62103216223065,15.7693141372324,7.15536822099816e-05,0.0147629159615177,"DPYSL5","ENST00000288699",-0.259514150607749,0,0,1,0,0,0,"DPYSL5"
"8100","ENSG00000161654",-0.249216855482355,5.34264244586656,15.584898938088,7.88820749813366e-05,0.0160519619705172,"LSM12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11822","ENSG00000196338",-0.323982383388517,4.63517350315968,15.5460438570461,8.05199673894439e-05,0.0161638393995972,"NLGN3","ENST00000358741",-0.0623664496151497,0,0,0,0,1,0,"NLGN3"
"11015","ENSG00000183248",-0.379663702726474,4.44201014618012,15.4494915878238,8.47397358044141e-05,0.0167841170049943,"PRR36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3924","ENSG00000119777",-0.503397758409943,3.5403863667669,15.2553934448806,9.39082077681575e-05,0.0183553477157366,"TMEM214",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8932","ENSG00000166340",-0.445034140536647,3.42792898129779,15.14906936196,9.93472692586228e-05,0.0190651144335487,"TPP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10019","ENSG00000173545",0.210574061506142,6.2054113405071,15.134699571354,0.000100106289183224,0.0190651144335487,"ZNF622","ENST00000308683",-0.160472050981262,0,0,0,0,2,0,"ZNF622"
"3022","ENSG00000110911",-0.354544858666132,3.96510475322345,15.0891608189244,0.00010255044013184,0.0192833770652973,"SLC11A2","ENST00000262052",-1.39858308578061,2,0,0,0,0,0,"SLC11A2"
"2371","ENSG00000104833",-0.391165401530749,9.57049345755387,14.6081754297058,0.0001323391749856,0.0245392018973262,"TUBB4A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8789","ENSG00000165533",-0.441491384210939,2.9824573535284,14.5874154979453,0.000133805139931567,0.0245392018973262,"TTC8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10836","ENSG00000181773",-0.766972191177687,1.89190483180639,14.4529006336108,0.000143708366201127,0.02603399731607,"GPR3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3577","ENSG00000116096",0.558182927421433,2.60019610502144,14.3951179953707,0.000148185994371384,0.0265217222456254,"SPR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","ENSG00000099797",-0.196848235064039,8.20324472701442,14.1036939191947,0.000173003701163354,0.0305948807235908,"TECR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11504","ENSG00000187048",-1.03650826476123,0.759545353044776,13.7552742168572,0.000208235318227844,0.0363921841444073,"CYP4A11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142","ENSG00000112033",-0.502895323447118,2.76093288377216,13.6880793966992,0.000215820076379884,0.0369103415638047,"PPARD","ENST00000360694",-1.10376266507526,1,0,1,0,0,0,"PPARD"
"7767","ENSG00000157833",-0.3429021485665,4.28886655179443,13.6850403452938,0.000216169620737194,0.0369103415638047,"GAREM2","ENST00000401533",-0.230607259782021,0,0,1,0,0,0,"GAREM2"
"5769","ENSG00000137309",-0.220617280674518,6.08628311994265,13.5399920214327,0.000233533387448948,0.0394220280744787,"HMGA1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7062","ENSG00000149260",-0.311400396865966,4.11253026129931,13.4520367679306,0.000244740340536201,0.0408496377378119,"CAPN5","ENST00000456580",-0.376838323765816,0,0,0,0,1,0,"CAPN5"
"6068","ENSG00000139644",-0.176704870465903,8.81115865331565,13.3618713274222,0.000256791946153034,0.0423849373344813,"TMBIM6","ENST00000423828",-0.469669455947617,0,0,2,0,1,0,"TMBIM6"
"12818","ENSG00000219481",-0.36100919489,4.7774011053446,13.2116500522701,0.000278214325846957,0.0454161957193026,"NBPF1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10248","ENSG00000175575",0.222986761643848,5.16452512369297,13.0465212273533,0.000303848260777616,0.0490615860201248,"PAAF1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","ENSG00000058262",-0.273304678504479,5.51424119514753,12.9425966094197,0.000321189189808241,0.0513039291892626,"SEC61A1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8520","ENSG00000164086",-0.475579961338211,2.68601583682208,12.9017694794637,0.000328271638235385,0.0518773955956026,"DUSP7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7019","ENSG00000148730",-0.238831954027829,5.08779089106486,12.8250691412647,0.000342005869399713,0.0534789177887657,"EIF4EBP2","ENST00000373218",-0.732843666552515,0,1,0,0,0,0,"EIF4EBP2"
"7308","ENSG00000152291",-0.313654744318337,4.9170015511196,12.7036092561419,0.00036495050401962,0.056472288929286,"TGOLN2","ENST00000377386",-0.0954172199353078,0,0,0,0,1,0,"TGOLN2"
"10366","ENSG00000176788",-0.227286137717445,10.4133760737286,12.6756903142844,0.000370440422682117,0.0567308502983798,"BASP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12292","ENSG00000198792",-0.309922609194528,4.33051626520845,12.4377057946896,0.000420752306094736,0.0637783215003806,"TMEM184B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7690","ENSG00000156959",-0.361539665210135,4.27904507623729,12.0310050470604,0.000523228559011767,0.0785107095365636,"LHFPL4","ENST00000287585",-0.931537554859247,1,0,0,0,0,0,"LHFPL4"
"7908","ENSG00000159409",-0.358468097303144,4.47457844797268,11.9766610486344,0.000538710247289864,0.0800254072349093,"CELF3","ENST00000290583",-0.984982288647606,0,1,0,0,0,0,"CELF3"
"2167","ENSG00000102879",0.190363808639989,6.39285583446777,11.9318206090712,0.000551832225787733,0.0811630466740274,"CORO1A","ENST00000219150",-0.0522667689463907,0,0,0,0,1,0,"CORO1A"
"2802","ENSG00000108509",-0.389159038223362,3.57684096047841,11.7833722428288,0.000597621255052305,0.0870359190568823,"CAMTA2","ENST00000574951",-0.296712748807307,0,0,1,0,0,0,"CAMTA2"
"12983","ENSG00000228253",-0.353570044585603,7.00068693637052,11.7342995978639,0.00061358672011302,0.0884935022065913,"MT-ATP8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12348","ENSG00000198911",-0.228809480132436,5.81919660609364,11.6481625483718,0.000642659824516275,0.0917953047422044,"SREBF2","ENST00000361204",-0.155062653467887,0,0,1,0,0,0,"SREBF2"
"7649","ENSG00000156453",-0.428675388081967,4.67118088635586,11.5481843418839,0.000678154504784155,0.0959427158911297,"PCDH1","ENST00000515351",-0.778226723694549,0,1,1,0,1,0,"PCDH1"
"1849","ENSG00000100418",-0.287717800260924,4.20408471017297,11.4405382859288,0.000718589709987898,0.0978700188267257,"DESI1","ENST00000263256",-0.226936334040112,0,0,1,0,0,0,"DESI1"
"2431","ENSG00000105245",-0.211165435200461,5.35100387345452,11.4247568555227,0.000724719089258824,0.0978700188267257,"NUMBL","ENST00000252891",-0.24463799687681,0,0,0,0,1,0,"NUMBL"
"7069","ENSG00000149295",-0.339772593694497,6.05674070372172,11.4489619593315,0.000715339488923691,0.0978700188267257,"DRD2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10091","ENSG00000174136",-0.333495273825859,4.52643370384037,11.4412514759775,0.000718313952960875,0.0978700188267257,"RGMB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12421","ENSG00000204138",-0.283887627347973,4.06097826383638,11.4918353179822,0.000699025774521214,0.0978700188267257,"PHACTR4","ENST00000373839",-0.28703171755345,0,0,1,0,0,0,"PHACTR4"
"2280","ENSG00000103742",-0.620506518448064,1.65975612332466,11.3616308917482,0.000749769585684638,0.0999134202077675,"IGDCC4","ENST00000352385",-0.262202087520361,0,0,1,0,0,0,"IGDCC4"
"8188","ENSG00000162512",-0.295614439509724,5.01549151321458,11.3529009298303,0.000753302124757318,0.0999134202077675,"SDC3","ENST00000339394",-0.798822342751092,0,2,0,0,1,0,"SDC3"
"1209","ENSG00000080822",-0.18286370522135,7.0891586112811,11.3305367086543,0.000762428622938387,0.100229001714599,"CLDND1","ENST00000341181",-0.751554584222835,0,1,0,0,0,0,"CLDND1"
"177","ENSG00000009694",-0.324831523517501,4.2145594131392,11.2472424341402,0.000797413960199388,0.10390863490142,"TENM1","ENST00000422452",-0.718984864288068,0,1,1,0,0,0,"TENM1"
"1566","ENSG00000091972",-0.153661099869195,8.12606511290742,11.2001687889749,0.000817898919457557,0.105651203900365,"CD200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6975","ENSG00000148229",-0.280938015902027,5.09660562112532,11.1169565008567,0.000855420403230851,0.109545431810296,"POLE3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11106","ENSG00000183853",-0.344280948281064,4.57326432733927,11.0303376138773,0.000896328221903838,0.113803040481893,"KIRREL1","ENST00000359209",-0.52674166311751,0,1,0,0,0,0,"KIRREL1"
"4955","ENSG00000131100",-0.17626216574301,8.19070308853249,11.0017985252132,0.000910235191921657,0.114589354033866,"ATP6V1E1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13084","ENSG00000232804",0.29540408646865,5.04079719732841,10.9390050459736,0.000941607205937113,0.117542647430217,"HSPA1B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4384","ENSG00000125107",-0.417657990360461,3.38059027045253,10.8760493708924,0.000974158183024612,0.120592665073588,"CNOT1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9578","ENSG00000170348",-0.185702300406226,6.97008172521994,10.839165876614,0.000993754883678233,0.122001890884629,"TMED10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7718","ENSG00000157224",-0.271678351552083,4.45794282177277,10.796905157405,0.00101669924448319,0.123795633416375,"CLDN12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11863","ENSG00000196482",-0.419004669916884,4.74204101852439,10.7308999982474,0.0010536118927127,0.126690950062504,"ESRRG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13786","ENSG00000263620",-0.289049849478544,6.3516578654983,10.7240234158889,0.00105753468917876,0.126690950062504,"ENSG00000263620",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12158","ENSG00000198133",0.312637794683969,3.90354404114638,10.6605544129146,0.00109444583036495,0.130063942480571,"TMEM229B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","ENSG00000090661",-0.301529056725922,4.01104446778768,10.6165791145645,0.00112078199347267,0.132136638992353,"CERS4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","ENSG00000107021",-0.286668889472672,4.47203407254602,10.6010342347227,0.00113024419942952,0.132202973090752,"TBC1D13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","ENSG00000091436",-1.01892543408503,0.0656041494730006,10.5427044715127,0.0011664760770341,0.135375016596419,"MAP3K20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11984","ENSG00000197122",-0.500972592598511,3.37044777363565,10.5275836271168,0.00117605881618014,0.135429098560899,"SRC","ENST00000358208",-0.0659709653928683,0,0,0,0,1,0,"SRC"
"12758","ENSG00000215114",-0.261106514011828,5.04765707016261,10.4711469014437,0.0012125341856338,0.13855534867377,"UBXN2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13358","ENSG00000243335",-0.258927189353674,5.19752448999245,10.4130615880135,0.00125127126475578,0.141890340747688,"KCTD7","ENST00000638540",-1.31335941988923,1,1,1,0,0,0,"KCTD7"
"10747","ENSG00000180720",-0.276275295550025,4.40756588480017,10.3359920902679,0.00130460983440643,0.146818023409905,"CHRM4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","ENSG00000048828",-0.343523073752504,3.52398627261909,10.2473826354941,0.00136878673661466,0.152882157687299,"FAM120A","ENST00000375389",-0.290636656499163,0,0,1,0,0,0,"FAM120A"
"5024","ENSG00000131779",-0.205976658791669,5.89607745428813,10.2238109992934,0.00138639087113422,0.153692808885813,"PEX11B","ENST00000369306",-0.681713455991027,0,1,0,0,0,0,"PEX11B"
"977","ENSG00000072958",0.197066089057001,6.73388433230024,10.062720771949,0.00151299623677356,0.163050731165411,"AP1M1","ENST00000291439",-1.5998691976933,0,2,4,0,0,0,"AP1M1"
"3098","ENSG00000111684",-0.250603976176625,5.03424520558875,10.083789991797,0.00149579354329235,0.163050731165411,"LPCAT3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8173","ENSG00000162415",-0.254308372150788,4.46150785704502,10.0763244419895,0.00150186627452867,0.163050731165411,"ZSWIM5","ENST00000359600",-0.0812138693661891,0,0,0,0,1,0,"ZSWIM5"
"9117","ENSG00000167470",-0.317105867158969,3.9896097825694,10.0569194682672,0.00151776799643914,0.163050731165411,"MIDN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10561","ENSG00000178719",-0.257416945035009,4.52910592257483,10.047334857873,0.00152568506442223,0.163050731165411,"GRINA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","ENSG00000077454",-0.377279713677043,3.41963373896815,9.98183071861177,0.00158092424478498,0.165902972060217,"LRCH4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3243","ENSG00000112893",0.538025442203553,1.56847704399557,9.9760697718529,0.00158587829232924,0.165902972060217,"MAN2A1","ENST00000261483",-0.557738230901341,0,1,0,0,2,0,"MAN2A1"
"9166","ENSG00000167685",-0.376397096858419,3.70317391180437,9.99024500929783,0.00157371664278909,0.165902972060217,"ZNF444","ENST00000337080",-0.0723720741985857,0,0,0,0,1,0,"ZNF444"
"1663","ENSG00000099194",-0.232898112630352,6.46296543520076,9.86590244452283,0.00168370069912474,0.174904712486,"SCD",NA,NA,NA,NA,NA,NA,NA,NA,NA
