"","gene_id","logFC","logCPM","LR","PValue","FDR","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.nonCanonical","symbol"
"928","ENSG00000071054",-0.33025539836633,8.23758132661052,41.2949596896999,1.30906002599362e-10,8.50490607322723e-08,"MAP4K4",-0.895670654028321,1,0,0,0,2,0,"MAP4K4"
"5243","ENSG00000133961",-0.343305620181005,5.99986550606716,41.3504338542691,1.27243216684816e-10,8.50490607322723e-08,"NUMB",-1.05281426141542,1,0,0,0,0,0,"NUMB"
"11741","ENSG00000196396",-0.326233841475412,6.00594281626828,40.5886253381034,1.87897284275662e-10,1.16989546622134e-07,"PTPN1",-0.723361442094104,0,1,1,0,0,0,"PTPN1"
"763","ENSG00000065802",-0.315825762787553,6.45186246608881,40.4012534729679,2.06808378247352e-10,1.23613503846007e-07,"ASB1",-1.39573818262337,1,1,0,0,1,0,"ASB1"
"14435","ENSG00000281601",-0.519285909338513,4.58768058293143,38.8176661714587,4.65297686762425e-10,2.67420897434266e-07,"ZNF780B",NA,NA,NA,NA,NA,NA,NA,NA
"2582","ENSG00000106266",-0.40942365903837,5.44481000197388,37.1371912416897,1.10103599651135e-09,6.09362255402561e-07,"SNX8",-0.814671992398388,0,2,0,0,0,0,"SNX8"
"13889","ENSG00000269823",-8.98527273363663,0.992812078328702,36.712487192692,1.36899715596951e-09,7.30604446487587e-07,"ENSG00000269823",NA,NA,NA,NA,NA,NA,NA,NA
"11461","ENSG00000187720",0.411906620605666,5.21220575365988,36.0295855111084,1.94344220382121e-09,1.00140885695518e-06,"THSD4",NA,NA,NA,NA,NA,NA,NA,NA
"14612","ENSG00000283979",0.281676681647579,7.52126905744074,35.2312258040773,2.92791082092228e-09,1.45839237990139e-06,"RFLNB",NA,NA,NA,NA,NA,NA,NA,NA
"9725","ENSG00000172159",0.405235227252795,5.45290402487036,35.057026339779,3.20189526812818e-09,1.54341680618192e-06,"FRMD3",-0.711342840706276,0,0,3,0,0,0,"FRMD3"
"231","ENSG00000011426",-0.299370926842898,6.3383330732312,34.9023865034361,3.46655706410313e-09,1.59559947125472e-06,"ANLN",-0.247658603403989,0,0,1,0,0,0,"ANLN"
"9823","ENSG00000172831",-0.315074661529329,5.66904276928501,34.8705486213672,3.52370893069704e-09,1.59559947125472e-06,"CES2",-0.309370672777578,0,0,1,0,0,0,"CES2"
"12545","ENSG00000213420",-0.301260196698601,6.71654157407214,34.4034355097294,4.47931925634151e-09,1.96866081316209e-06,"GPC2",-0.266124512370115,0,0,1,0,1,0,"GPC2"
"352","ENSG00000025800",-0.307297879723796,6.66932495833464,33.6024958566323,6.76059245982493e-09,2.88638666077611e-06,"KPNA6",-0.593936950208964,0,0,3,0,0,0,"KPNA6"
"9280","ENSG00000168916",-0.324431843523346,5.86792114166509,33.268704673107,8.02639926795938e-09,3.33162456280881e-06,"ZNF608",NA,NA,NA,NA,NA,NA,NA,NA
"12404","ENSG00000205268",-0.332385245220506,5.5811117588548,31.2448091368833,2.27454858403572e-08,9.18610256520155e-06,"PDE7A",-1.34812486842265,0,2,3,0,0,0,"PDE7A"
"292","ENSG00000018236",0.300269629772258,6.11011989944835,30.8363524087442,2.8072945469446e-08,1.10393164249982e-05,"CNTN1",-0.0541162520233784,0,0,0,0,1,0,"CNTN1"
"7397","ENSG00000154144",-0.38454702428804,4.90981528982922,30.5093483969448,3.32261567993542e-08,1.27307297705833e-05,"TBRG1",-1.55154373577342,2,0,0,0,0,0,"TBRG1"
"2644","ENSG00000106771",-0.315525065793371,5.96995941570773,29.7958516896212,4.80017992097465e-08,1.7932272139781e-05,"TMEM245",-0.596788358988528,0,1,1,0,0,0,"TMEM245"
"5144","ENSG00000132872",-0.289828611794055,8.43359227459769,29.7441822533257,4.92983517773547e-08,1.796744562461e-05,"SYT4",-0.137709850437091,0,0,1,0,0,0,"SYT4"
"3142","ENSG00000112144",-0.376425498843586,4.90535372183867,29.1503387517254,6.69740328332678e-08,2.33871962526912e-05,"CILK1",-0.746085332747266,0,1,0,0,1,0,"CILK1"
"2237","ENSG00000103335",0.366606335258791,5.618656476002,28.997514329082,7.24712304266623e-08,2.35421216579481e-05,"PIEZO1",-0.082414728674758,0,0,0,0,1,0,"PIEZO1"
"2875","ENSG00000109111",-0.286621929999059,7.53724784902471,29.0038548690199,7.22344129595069e-08,2.35421216579481e-05,"SUPT6H",-1.18585504458246,1,0,1,0,1,0,"SUPT6H"
"13587","ENSG00000257594",-2.71485731421025,1.50614687069475,29.0124553047546,7.19144276921278e-08,2.35421216579481e-05,"GALNT4",NA,NA,NA,NA,NA,NA,NA,NA
"2977","ENSG00000110395",-0.295937957021404,6.64444723671061,28.8152552627547,7.96214901076528e-08,2.53145516314608e-05,"CBL",-1.05649297023548,0,1,1,0,2,0,"CBL"
"2632","ENSG00000106635",-0.341468102262409,5.82412104968744,28.7115824697359,8.39998327300087e-08,2.61501979267608e-05,"BCL7B",NA,NA,NA,NA,NA,NA,NA,NA
"7942","ENSG00000160613",-0.241358062954829,6.55278592892635,28.488643619796,9.42496866561726e-08,2.87423075041467e-05,"PCSK7",-0.926906300526946,1,0,0,0,0,0,"PCSK7"
"148","ENSG00000008083",-0.294806235750011,6.06665610861897,27.7604719890733,1.37302965880989e-07,4.10343643831924e-05,"JARID2",-0.646946234506503,1,0,0,0,0,0,"JARID2"
"10646","ENSG00000180694",0.321946104437309,5.64206766434898,26.9116426765029,2.12972069564958e-07,6.24008163825326e-05,"TMEM64",-0.330289117535666,0,0,0,0,1,0,"TMEM64"
"7842","ENSG00000159640",0.302648400262146,5.87489886539803,26.190079583101,3.09407971664871e-07,8.89131407805417e-05,"ACE",NA,NA,NA,NA,NA,NA,NA,NA
"6787","ENSG00000146674",-0.34976047536318,5.1228273631091,25.8200814272425,3.74768948268073e-07,0.000105663630074902,"IGFBP3",NA,NA,NA,NA,NA,NA,NA,NA
"13995","ENSG00000273607",0.370087766877522,5.47771265035667,25.3028695005274,4.89979277118146e-07,0.000133122915235936,"CHCHD10",NA,NA,NA,NA,NA,NA,NA,NA
"990","ENSG00000073060",0.260585142388198,6.03120335845173,25.2270502479563,5.09623828492593e-07,0.000135987658377943,"SCARB1",-0.644090387480808,0,1,0,0,0,0,"SCARB1"
"13626","ENSG00000259075",0.881050111399962,2.09390755700211,25.1705986877138,5.24761403056636e-07,0.000137570344664479,"POC1B-GALNT4",NA,NA,NA,NA,NA,NA,NA,NA
"2712","ENSG00000107742",0.421580177911959,5.32162396679907,25.1039325817121,5.43219633354975e-07,0.000137581881037685,"SPOCK2",-0.503709348329259,0,1,0,0,0,0,"SPOCK2"
"3012","ENSG00000110881",0.26848915729305,6.50188187221209,25.1317515216743,5.35439390082422e-07,0.000137581881037685,"ASIC1",-0.0368039397534164,0,0,0,0,1,0,"ASIC1"
"3167","ENSG00000112305",-0.309481593375141,5.38577315175756,24.9271106725505,5.95392329139381e-07,0.000148282459572163,"SMAP1",NA,NA,NA,NA,NA,NA,NA,NA
"10446","ENSG00000178537",-0.561786949165962,3.77505186098615,24.7738229481046,6.44670573553118e-07,0.000157923153780397,"SLC25A20",-1.49471214024061,0,3,0,0,0,0,"SLC25A20"
"10286","ENSG00000176978",0.238219601932249,7.24222220974629,24.4152155341564,7.76529625850605e-07,0.00018715616450138,"DPP7",NA,NA,NA,NA,NA,NA,NA,NA
"6495","ENSG00000143815",-0.223028517714997,6.79232216735489,24.3582255118108,7.99844822728581e-07,0.000189715574381479,"LBR",-0.749838786222659,0,1,1,0,1,0,"LBR"
"7369","ENSG00000153904",0.290760174085122,7.72220512911439,24.2179249723687,8.60278797785244e-07,0.000200861657426639,"DDAH1",-0.219128803051862,0,0,1,0,0,0,"DDAH1"
"10463","ENSG00000178719",0.224341828339707,7.27414486490718,24.1682171095045,8.82771580586945e-07,0.000202942395826319,"GRINA",NA,NA,NA,NA,NA,NA,NA,NA
"10486","ENSG00000178965",-1.40697248865025,0.575353065873558,24.0849621049879,9.21773339793182e-07,0.000208697863886811,"ERICH3",NA,NA,NA,NA,NA,NA,NA,NA
"1453","ENSG00000088882",-0.25487752394593,7.52870824070907,23.8713875102347,1.02991218132754e-06,0.000229701160083246,"CPXM1",NA,NA,NA,NA,NA,NA,NA,NA
"10035","ENSG00000174574",-0.278183529823287,6.4896788424834,23.7391087697352,1.10317878004587e-06,0.00024163710596308,"AKIRIN1",-1.16931083632889,1,0,2,0,0,0,"AKIRIN1"
"5316","ENSG00000134508",0.301987466998153,5.38971810565992,23.3778572070855,1.33101882848339e-06,0.000284134490771818,"CABLES1",-0.713391657875097,0,1,0,0,0,0,"CABLES1"
"6205","ENSG00000141380",-0.2432791300449,6.3794844276872,23.2484204587953,1.42367326510271e-06,0.000299633092963799,"SS18",NA,NA,NA,NA,NA,NA,NA,NA
"5055","ENSG00000132294",0.297542273023492,6.88121358702136,23.0801438136717,1.55387129259198e-06,0.000322493037850027,"EFR3A",NA,NA,NA,NA,NA,NA,NA,NA
"13739","ENSG00000262599",-0.345660326078115,6.02775940583109,23.0095048001361,1.61202436093345e-06,0.000329979178430528,"DENND11",NA,NA,NA,NA,NA,NA,NA,NA
"1225","ENSG00000080845",-0.254239117900259,6.61686463618466,22.5554623564489,2.04163195789665e-06,0.000412271707389861,"DLGAP4",-0.674459473734289,0,1,0,0,1,0,"DLGAP4"
"6389","ENSG00000143222",0.235273489562638,6.10156679530581,22.4003768545844,2.21330579399711e-06,0.000440979046395984,"UFC1",NA,NA,NA,NA,NA,NA,NA,NA
"6425","ENSG00000143390",0.244125898395297,6.68997160053893,22.2276285046688,2.42163925206203e-06,0.000469955264202116,"RFX5",-0.0753669868378549,0,0,0,0,1,0,"RFX5"
"2017","ENSG00000101412",-0.341312259707794,6.61727018858363,22.1188501797713,2.56280807626868e-06,0.000490974885688242,"E2F1",-0.717714882466225,0,1,0,0,0,0,"E2F1"
"12632","ENSG00000214357",-0.305301292306929,5.34593049010879,22.0145955835626,2.70584965467529e-06,0.000511816599871048,"NEURL1B",-0.381974461749333,0,0,2,0,0,0,"NEURL1B"
"2492","ENSG00000105647",0.25638380151645,8.54552138913603,21.6590081514751,3.25676960547044e-06,0.00060832385268181,"PIK3R2",-0.407321394370906,0,1,0,0,0,0,"PIK3R2"
"9632","ENSG00000171475",-0.265275051949797,5.55192579782644,21.5771802301486,3.39871675040664e-06,0.000627000301250943,"WIPF2",-1.16134840997715,1,1,0,0,0,0,"WIPF2"
"1323","ENSG00000084710",-0.223436571802049,6.15130589672032,21.543737471888,3.45850207124008e-06,0.000630248737201713,"EFR3B",-0.819370706260879,0,1,0,0,0,0,"EFR3B"
"149","ENSG00000008086",-0.323526335446723,4.82181453032084,21.4760180985503,3.58281497763018e-06,0.000645036195309974,"CDKL5",-1.03469188365882,0,2,2,0,1,0,"CDKL5"
"14224","ENSG00000276794",-0.902032193937265,2.16192784193565,21.2994725984847,3.92839563386578e-06,0.000698833523295909,"ENSG00000276794",NA,NA,NA,NA,NA,NA,NA,NA
"10288","ENSG00000177000",-0.245948190650211,5.55623770478885,21.0206139398563,4.5436833408013e-06,0.000798779531312868,"MTHFR",-0.659777283568562,0,0,2,0,1,0,"MTHFR"
"2625","ENSG00000106609",0.250497291851893,6.98026661521533,20.5422032520551,5.83308903361106e-06,0.00100188332677299,"TMEM248",NA,NA,NA,NA,NA,NA,NA,NA
"4175","ENSG00000123066",-0.23516762729505,6.10471849600999,20.55748795359,5.78669932554574e-06,0.00100188332677299,"MED13L",-1.50685138841146,1,1,0,0,3,0,"MED13L"
"875","ENSG00000069482",0.210367190885831,6.57515428594427,20.4856786393763,6.00790995272308e-06,0.00101841434857352,"GAL",NA,NA,NA,NA,NA,NA,NA,NA
"5136","ENSG00000132821",0.376420133296975,6.35218112723143,20.4673745181533,6.06564123824154e-06,0.00101841434857352,"VSTM2L",NA,NA,NA,NA,NA,NA,NA,NA
"7550","ENSG00000156162",0.249610016526545,6.0632316988116,20.293405528074,6.642914618339e-06,0.00110294525713155,"DPY19L4",-0.53518691862121,0,1,0,0,0,0,"DPY19L4"
"11533","ENSG00000188322",-0.238910672233454,7.71396100218938,20.1804742829585,7.04685745755559e-06,0.00115715594492586,"SBK1",-0.220515485025078,0,1,0,0,0,0,"SBK1"
"12182","ENSG00000198793",-0.217645131858203,6.89716068536931,20.0582849574559,7.51173976890797e-06,0.00122008616703035,"MTOR",-1.09126931746423,1,0,0,0,2,0,"MTOR"
"3371","ENSG00000114573",-0.241800394367927,5.88677539030869,20.0262787750341,7.63851934080119e-06,0.00122733757537196,"ATP6V1A",-0.754684276935651,0,1,0,0,2,0,"ATP6V1A"
"2907","ENSG00000109586",0.30190945560416,5.24420612991339,19.981457212102,7.81968062648982e-06,0.00124307965533657,"GALNT7",NA,NA,NA,NA,NA,NA,NA,NA
"5440","ENSG00000135439",-0.304843448160213,6.24266834583928,19.8097199232731,8.55465458048517e-06,0.00134560214101252,"AGAP2",-0.313961899136779,0,0,1,0,2,0,"AGAP2"
"594","ENSG00000054983",0.329497876459084,4.58768329303953,19.7774591272874,8.70026911653395e-06,0.00135425126467049,"GALC",NA,NA,NA,NA,NA,NA,NA,NA
"6400","ENSG00000143315",-0.24502298118434,5.58826878747461,19.6985102319141,9.06720237351322e-06,0.00139681654708668,"PIGM",-1.3260360961679,0,2,1,0,0,0,"PIGM"
"842","ENSG00000068305",-0.289111410967417,5.26144298714005,19.6428443061566,9.33522539620863e-06,0.00142343135811781,"MEF2A",-0.0525889707678231,0,0,0,0,1,0,"MEF2A"
"8253","ENSG00000163297",0.29097163217553,5.9019425249895,19.4658479619497,1.02414539061205e-05,0.00154583884564807,"ANTXR2",-0.390934011004588,0,0,2,0,0,0,"ANTXR2"
"5291","ENSG00000134313",-0.19404967497696,8.28496524441127,19.3838608678563,1.06906716606101e-05,0.00159750706624496,"KIDINS220",-1.51820881136834,0,2,0,0,4,0,"KIDINS220"
"5065","ENSG00000132341",-0.208021777537543,8.46432056948163,19.1976931951193,1.1785572437389e-05,0.0017436812765535,"RAN",-0.224982550892059,0,0,1,0,1,0,"RAN"
"793","ENSG00000066654",-0.276721317360984,5.12840576162292,19.1087037364239,1.23480479662651e-05,0.00180898902705784,"THUMPD1",-1.18818280798075,1,0,1,0,0,0,"THUMPD1"
"356","ENSG00000026297",0.306881673759479,5.16277108665394,18.9073508396121,1.37222891461346e-05,0.00199079773505524,"RNASET2",NA,NA,NA,NA,NA,NA,NA,NA
"11519","ENSG00000188227",-0.363591633883377,4.43572381360718,18.8389120065194,1.42235524084229e-05,0.00204367830422177,"ZNF793",-1.19665229263468,1,1,0,0,0,0,"ZNF793"
"2415","ENSG00000105176",0.205086524418511,6.47700459730595,18.6851293232947,1.54180243961775e-05,0.00217350508068001,"URI1",-0.25906805155232,0,0,1,0,0,0,"URI1"
"5410","ENSG00000135269",-0.208131813914071,6.70218169813551,18.7012834993857,1.52879547083392e-05,0.00217350508068001,"TES",-0.03317224364773,0,0,0,0,1,0,"TES"
"5081","ENSG00000132437",0.283885234477936,7.36344001743313,18.6391581932861,1.57942879211837e-05,0.00218531522598378,"DDC",NA,NA,NA,NA,NA,NA,NA,NA
"9945","ENSG00000173801",-0.227978179263622,6.56700602273249,18.6493870973704,1.5709776654093e-05,0.00218531522598378,"JUP",NA,NA,NA,NA,NA,NA,NA,NA
"10370","ENSG00000177830",0.211360518906836,6.55730589668898,18.5486237889804,1.65624764826622e-05,0.00227057877138001,"CHID1",-0.369784269877271,0,1,0,0,1,0,"CHID1"
"4739","ENSG00000129315",-0.253947270458263,5.93483071173091,18.4392988635607,1.75403034175486e-05,0.00236130408980566,"CCNT1",-2.13280245724695,2,3,0,0,0,0,"CCNT1"
"11048","ENSG00000184254",0.292355432496252,5.08225805610109,18.4474811963892,1.74651522190165e-05,0.00236130408980566,"ALDH1A3",-0.917805971584399,0,1,2,0,0,0,"ALDH1A3"
"14914","ENSG00000288658",0.574146483587438,3.21903922842617,18.3770212336441,1.81230441738825e-05,0.00241797008116363,"ENSG00000288658",-0.308616344555105,0,0,1,0,0,0,"ENSG00000288658.2"
"3216","ENSG00000112773",0.28951542493723,4.95022271202282,18.2987483478051,1.88831195984882e-05,0.00249708368283371,"TENT5A",-0.647303362835452,0,1,0,0,0,0,"TENT5A"
"6374","ENSG00000143153",0.379858741935443,8.36162145571483,18.2205079437147,1.96748882247003e-05,0.00257896363808506,"ATP1B1",-0.478158160478137,0,0,0,0,2,0,"ATP1B1"
"544","ENSG00000050438",-0.223492235551936,6.09595081463747,18.1916409671304,1.99753633949851e-05,0.00259558134966314,"SLC4A8",-0.6419499126275,0,1,0,0,0,0,"SLC4A8"
"10435","ENSG00000178403",0.259562386056403,7.11039668257097,18.0346166163848,2.16924383993052e-05,0.00279439747414498,"NEUROG2",NA,NA,NA,NA,NA,NA,NA,NA
"5374","ENSG00000134986",-0.17791751902824,8.12180611897862,17.9949726483904,2.21489139688511e-05,0.00280484085963171,"NREP",-0.255077439046599,0,0,1,0,0,0,"NREP"
"12743","ENSG00000221869",1.12840616498658,0.737180885065158,18.0000651299857,2.2089741215802e-05,0.00280484085963171,"CEBPD",NA,NA,NA,NA,NA,NA,NA,NA
"3288","ENSG00000113583",0.345957684049958,5.26948202894617,17.9545915400048,2.2623801111798e-05,0.00283462212548518,"C5orf15",NA,NA,NA,NA,NA,NA,NA,NA
"4952","ENSG00000131188",0.283051160245741,5.32074632161223,17.9428763471775,2.27634782211217e-05,0.00283462212548518,"PRR7",NA,NA,NA,NA,NA,NA,NA,NA
"3682","ENSG00000117298",0.216132305608445,6.88238195712163,17.8890111689908,2.34169326098161e-05,0.00289189441312795,"ECE1",-0.50412505399195,0,1,1,0,0,0,"ECE1"
"2259","ENSG00000103546",-0.257186769254189,9.54100422020851,17.8572778608838,2.38106875542822e-05,0.00289270816360682,"SLC6A2",-0.716273801473313,0,1,0,0,0,0,"SLC6A2"
"14261","ENSG00000277361",0.680376441756845,3.41078773704165,17.8588155871751,2.37914545749359e-05,0.00289270816360682,"OCA2",NA,NA,NA,NA,NA,NA,NA,NA
"9078","ENSG00000167700",0.252056181519384,5.74147218975701,17.7048339119219,2.57970212226587e-05,0.00308387910504151,"MFSD3",NA,NA,NA,NA,NA,NA,NA,NA
"13991","ENSG00000273562",-0.199850043248876,7.36789204994049,17.7137119126072,2.56769039333948e-05,0.00308387910504151,"NAP1L4",NA,NA,NA,NA,NA,NA,NA,NA
"2229","ENSG00000103260",0.26237500103209,6.26618618787903,17.6576316948963,2.64452026582573e-05,0.00311158002616015,"METRN",NA,NA,NA,NA,NA,NA,NA,NA
"13961","ENSG00000272602",-0.206706552386043,6.31049676282292,17.671474476497,2.62534355524193e-05,0.00311158002616015,"ZNF595",NA,NA,NA,NA,NA,NA,NA,NA
"10121","ENSG00000175322",-0.445079656915994,3.64556227548614,17.5563505850028,2.78917695537885e-05,0.00325614619095517,"ZNF519",-0.639771955987062,0,0,3,0,0,0,"ZNF519"
"14582","ENSG00000283649",-0.293985559231227,5.60416240929004,17.516704880455,2.84794399051498e-05,0.00329897884110584,"ZDBF2",NA,NA,NA,NA,NA,NA,NA,NA
"8032","ENSG00000161800",-0.201638164660001,6.92379889753596,17.4907441258514,2.88709834677818e-05,0.00331860850737742,"RACGAP1",-0.240606208154524,0,0,1,0,0,0,"RACGAP1"
"7001","ENSG00000149212",0.287379447716923,5.80773875341293,17.4456533930856,2.95639503391251e-05,0.00337232144975227,"SESN3",-1.02745740990014,0,2,0,0,0,0,"SESN3"
"14034","ENSG00000274180",0.412969588825778,4.45053178435379,17.3985616736041,3.03055217352215e-05,0.0034307228127986,"NATD1",-0.224714005906108,0,0,1,0,0,0,"NATD1"
"14322","ENSG00000278550",0.30637671522225,5.01047454262968,17.3824271688657,3.05638745410139e-05,0.0034339547162885,"SLC43A2",NA,NA,NA,NA,NA,NA,NA,NA
"4974","ENSG00000131435",0.241381940810173,5.70820142941817,17.2071793824876,3.35167312049769e-05,0.00373761577907441,"PDLIM4",-0.529228269386892,0,0,1,0,1,0,"PDLIM4"
"1809","ENSG00000100292",0.809562426031387,2.11460611273097,17.1447004293957,3.46374469867346e-05,0.00383398052090944,"HMOX1",NA,NA,NA,NA,NA,NA,NA,NA
"34","ENSG00000003987",-0.382278005157498,3.93874989820635,17.1068324294955,3.53349591843101e-05,0.00385408974519084,"MTMR7",-1.21756510617522,0,2,0,0,0,0,"MTMR7"
"11000","ENSG00000183856",-0.243298839440932,6.9041038141829,17.1071586754183,3.53288899849577e-05,0.00385408974519084,"IQGAP3",NA,NA,NA,NA,NA,NA,NA,NA
"1124","ENSG00000077264",-0.37967695186443,4.67673962685032,17.0457264392572,3.64904042568019e-05,0.00392312521512947,"PAK3",-1.40622725714732,2,0,0,0,0,0,"PAK3"
"1814","ENSG00000100300",0.262228208232435,5.48578995453851,17.0455930844035,3.64929669345511e-05,0.00392312521512947,"TSPO",NA,NA,NA,NA,NA,NA,NA,NA
"14367","ENSG00000280518",-0.998413222968962,1.74465082237976,16.9777051063786,3.78213415976016e-05,0.00403688791066401,"ENSG00000280518",NA,NA,NA,NA,NA,NA,NA,NA
"6938","ENSG00000148411",0.294973705449891,5.02849196058163,16.9609620188333,3.81563615615421e-05,0.00404376248804343,"NACC2",-0.516676372423321,0,1,0,0,0,0,"NACC2"
"711","ENSG00000064419",-0.196062597611733,6.87002284889351,16.8961760862407,3.94810386430765e-05,0.0041546842284753,"TNPO3",NA,NA,NA,NA,NA,NA,NA,NA
"2872","ENSG00000109099",0.273461459287917,5.34057166309066,16.8122564403883,4.12659179035942e-05,0.00428219868912089,"PMP22",NA,NA,NA,NA,NA,NA,NA,NA
"9614","ENSG00000171365",-0.285267644267445,5.14145754571739,16.8236651637154,4.10185819083866e-05,0.00428219868912089,"CLCN5",-1.45278711346766,1,0,2,0,1,0,"CLCN5"
"1052","ENSG00000075239",0.200489447068224,6.52179025885837,16.7440488883756,4.27762229646601e-05,0.00435117783652921,"ACAT1",NA,NA,NA,NA,NA,NA,NA,NA
"6907","ENSG00000148143",-0.351073369567654,5.58708951133359,16.7428084254221,4.28041987532486e-05,0.00435117783652921,"ZNF462",-0.851973360359514,0,1,1,0,1,0,"ZNF462"
"11726","ENSG00000196358",-0.305891560836626,4.67710444669413,16.7540272586701,4.25518513826254e-05,0.00435117783652921,"NTNG2",-0.96770427081839,1,1,1,0,0,0,"NTNG2"
"137","ENSG00000007392",-0.183994337460147,6.59424922556888,16.6577380819489,4.47673113733953e-05,0.00451998603954491,"LUC7L",NA,NA,NA,NA,NA,NA,NA,NA
"3187","ENSG00000112531",-0.189393992942286,6.6791868540552,16.512337882927,4.83345306380237e-05,0.00481508594215992,"QKI",-0.333091815211242,0,0,1,0,0,0,"QKI"
"13336","ENSG00000244398",0.209046401753895,6.72883441873991,16.4864015907133,4.90002560096573e-05,0.00484907831491596,"ENSG00000244398",NA,NA,NA,NA,NA,NA,NA,NA
"11221","ENSG00000185559",0.279807669453758,9.39557771250332,16.4434080773339,5.01241729136891e-05,0.00492766786742932,"DLK1",-0.234528595845461,0,0,1,0,0,0,"DLK1"
"11371","ENSG00000186812",-0.239625466789971,5.37553874582423,16.4216052968584,5.07040006499178e-05,0.00495209073014198,"ZNF397",-1.81495947310157,1,1,2,0,4,0,"ZNF397"
"14530","ENSG00000282899",-0.288145576974854,6.10109174584909,16.3339275307677,5.31046284325953e-05,0.00515287313420956,"E2F2",NA,NA,NA,NA,NA,NA,NA,NA
"8500","ENSG00000164300",0.300717313126872,4.95297902840082,16.3001302447852,5.40602356182623e-05,0.00521175548931415,"SERINC5",-0.652251395434091,0,1,0,0,1,0,"SERINC5"
"7247","ENSG00000152332",0.236204709756323,6.59779966708755,16.276047353235,5.47517051749171e-05,0.00524458160531274,"UHMK1",NA,NA,NA,NA,NA,NA,NA,NA
