"","gene_id","logFC","logCPM","LR","PValue","FDR","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.nonCanonical","symbol"
"3652","ENSG00000116981",0.554550421638631,6.75752971917559,76.8209150978794,1.87184711153676e-18,5.17981692364701e-16,"NT5C1A",NA,NA,NA,NA,NA,NA,NA,NA
"11810","ENSG00000196715",0.54905974224663,6.4988814780078,76.7836903512574,1.90746375551579e-18,5.18240561794046e-16,"VKORC1L1",-0.687308595810801,0,1,1,0,0,0,"VKORC1L1"
"12185","ENSG00000198797",1.25886791066256,3.28005370362627,76.1592493325433,2.61686607920732e-18,6.98282675385625e-16,"BRINP2",NA,NA,NA,NA,NA,NA,NA,NA
"3932","ENSG00000120063",0.63460301688746,6.88962933752458,75.8425940141575,3.07202458074844e-18,8.0535549666884e-16,"GNA13",-1.12826521586137,0,2,0,0,0,0,"GNA13"
"6627","ENSG00000144895",0.594700684488483,6.34530979117296,74.8271189616408,5.13790850048668e-18,1.32372011590987e-15,"EIF2A",-1.26592006545286,1,1,0,0,0,0,"EIF2A"
"3371","ENSG00000114573",-0.478363451626913,5.88677855360297,74.1169035514973,7.36251766101083e-18,1.86471358319466e-15,"ATP6V1A",-0.754684276935651,0,1,0,0,2,0,"ATP6V1A"
"594","ENSG00000054983",0.620638190392329,4.58766740830874,73.9237070736946,8.11952877612372e-18,1.99542119615681e-15,"GALC",NA,NA,NA,NA,NA,NA,NA,NA
"14646","ENSG00000284468",-0.556150653873662,5.64065631098868,73.9173628488971,8.14566639667841e-18,1.99542119615681e-15,"SLC25A24",NA,NA,NA,NA,NA,NA,NA,NA
"2907","ENSG00000109586",0.568601329635062,5.2442426064838,73.8357273973819,8.48960317031974e-18,2.04613129313045e-15,"GALNT7",NA,NA,NA,NA,NA,NA,NA,NA
"2632","ENSG00000106635",-0.576842048889937,5.82409854573093,73.5507033219537,9.8083975688792e-18,2.32645849002797e-15,"BCL7B",NA,NA,NA,NA,NA,NA,NA,NA
"2341","ENSG00000104635",0.632716720839131,6.81275240023325,72.7843739117035,1.44617355620368e-17,3.37658928911744e-15,"SLC39A14",-0.867454340689841,0,1,1,0,0,0,"SLC39A14"
"3465","ENSG00000115364",0.607616614119821,5.5362453929855,72.6221105937743,1.57010100631999e-17,3.60954143652918e-15,"MRPL19",-0.8707278971231,0,1,0,0,0,0,"MRPL19"
"7282","ENSG00000152642",0.711765959354073,4.67799472051366,71.6000453902625,2.63550613522331e-17,5.96702548161242e-15,"GPD1L",-0.716729396263469,0,0,2,0,2,0,"GPD1L"
"3014","ENSG00000110900",0.530789432800232,5.91422203890547,71.4418106713912,2.85556536117105e-17,6.36876316298194e-15,"TSPAN11",NA,NA,NA,NA,NA,NA,NA,NA
"793","ENSG00000066654",-0.552167590281321,5.1284009927359,71.3941046302447,2.9254493785206e-17,6.42867500929902e-15,"THUMPD1",-1.18818280798075,1,0,1,0,0,0,"THUMPD1"
"6392","ENSG00000143248",0.604194766280654,11.9647774864492,71.3241095091762,3.0310928618307e-17,6.56429284555597e-15,"RGS5",NA,NA,NA,NA,NA,NA,NA,NA
"3028","ENSG00000111142",0.429240454101486,6.82489173654557,70.8988138520427,3.76023961747586e-17,8.02703722913454e-15,"METAP2",NA,NA,NA,NA,NA,NA,NA,NA
"9280","ENSG00000168916",-0.521500999828593,5.86787923345679,70.5699974432115,4.44221751351448e-17,9.34930370485167e-15,"ZNF608",NA,NA,NA,NA,NA,NA,NA,NA
"990","ENSG00000073060",0.453100725831618,6.03122312119709,70.417225488414,4.79989715798112e-17,9.96178655995999e-15,"SCARB1",-0.644090387480808,0,1,0,0,0,0,"SCARB1"
"12404","ENSG00000205268",-0.543909149068971,5.58105125391557,70.207052351118,5.33952054739032e-17,1.09299254163909e-14,"PDE7A",-1.34812486842265,0,2,3,0,0,0,"PDE7A"
"3575","ENSG00000116237",0.607972832209973,6.77721254980104,70.0854770580456,5.67895356356506e-17,1.14676490676152e-14,"ICMT",-0.693619799380861,0,1,1,0,0,0,"ICMT"
"153","ENSG00000008256",0.573949374460328,5.86556570006093,69.9655650161045,6.03488221141669e-17,1.20230130712218e-14,"CYTH3",NA,NA,NA,NA,NA,NA,NA,NA
"12092","ENSG00000198363",0.55424489766267,5.69910003846805,69.939583467922,6.11489656302522e-17,1.20230130712218e-14,"ASPH",-0.706118277176619,0,1,1,0,0,0,"ASPH"
"12542","ENSG00000213401",0.727943785231203,5.20779155314825,69.9005156910463,6.23721422011147e-17,1.21042457261202e-14,"MAGEA12",NA,NA,NA,NA,NA,NA,NA,NA
"3727","ENSG00000117632",-0.377993208597091,9.17102917199882,69.837698055587,6.43904325475353e-17,1.2335720943049e-14,"STMN1",NA,NA,NA,NA,NA,NA,NA,NA
"7791","ENSG00000159055",-0.834858030786829,4.16834037645641,69.2029339166022,8.8835797484827e-17,1.68034597698199e-14,"MIS18A",-0.526027783781362,0,0,2,0,0,0,"MIS18A"
"6624","ENSG00000144868",0.470683740559632,6.84094472634623,69.1270401586565,9.23208850504208e-17,1.72443873163555e-14,"TMEM108",NA,NA,NA,NA,NA,NA,NA,NA
"10276","ENSG00000176903",0.422151270536159,6.68692781456557,68.4394757183444,1.30832114739804e-16,2.41361023525542e-14,"PNMA1",NA,NA,NA,NA,NA,NA,NA,NA
"7884","ENSG00000160131",0.60547750272745,5.5237135939513,68.3151940295076,1.3934317132609e-16,2.53927440137289e-14,"VMA21",NA,NA,NA,NA,NA,NA,NA,NA
"10739","ENSG00000181826",0.986950114317984,3.67102841441689,67.3318480055009,2.29444840739422e-16,4.13083645201107e-14,"RELL1",NA,NA,NA,NA,NA,NA,NA,NA
"5169","ENSG00000133083",-0.625875652077929,4.71820571535051,67.2943402745857,2.33851758699935e-16,4.16005575030134e-14,"DCLK1",-0.0762643274957273,0,0,0,0,1,0,"DCLK1"
"2017","ENSG00000101412",-0.555312167558786,6.61719488074505,67.0404273213203,2.65996070624772e-16,4.67621092158348e-14,"E2F1",-0.717714882466225,0,1,0,0,0,0,"E2F1"
"13739","ENSG00000262599",-0.614228028123925,6.02772149537362,66.7192397382761,3.13064613118514e-16,5.37715461359764e-14,"DENND11",NA,NA,NA,NA,NA,NA,NA,NA
"13961","ENSG00000272602",-0.423955602255188,6.31050032312507,66.7242821516967,3.12264836720153e-16,5.37715461359764e-14,"ZNF595",NA,NA,NA,NA,NA,NA,NA,NA
"6374","ENSG00000143153",0.723356403817108,8.36161388104713,65.9583989688226,4.60541706834071e-16,7.82031218775172e-14,"ATP1B1",-0.478158160478137,0,0,0,0,2,0,"ATP1B1"
"5467","ENSG00000135622",0.689716903286558,4.88819779578008,64.5156087931561,9.57706515511596e-16,1.60797847879661e-13,"SEMA4F",-0.489574739249558,0,1,0,0,0,0,"SEMA4F"
"3741","ENSG00000117859",0.581970554066131,5.92177045562438,64.2457777279236,1.09827050493021e-15,1.82349512835246e-13,"OSBPL9",NA,NA,NA,NA,NA,NA,NA,NA
"26","ENSG00000003096",0.417204586455672,6.7981016572789,63.7616455748993,1.40421011384239e-15,2.30583645397219e-13,"KLHL13",NA,NA,NA,NA,NA,NA,NA,NA
"5136","ENSG00000132821",0.704454736226844,6.35220005843441,63.2309843495776,1.83833809003252e-15,2.98590066079956e-13,"VSTM2L",NA,NA,NA,NA,NA,NA,NA,NA
"11533","ENSG00000188322",-0.413914064375077,7.71394069315101,63.1871179180086,1.87973716789521e-15,3.02031317202776e-13,"SBK1",-0.220515485025078,0,1,0,0,0,0,"SBK1"
"9142","ENSG00000168036",0.610199774991177,7.98927168944258,62.9119026060472,2.16161980745238e-15,3.43628561518733e-13,"CTNNB1",NA,NA,NA,NA,NA,NA,NA,NA
"14263","ENSG00000277401",0.503969967581945,6.10141007334504,62.8465372186258,2.23456138871668e-15,3.51484745595719e-13,"TJP1",NA,NA,NA,NA,NA,NA,NA,NA
"12605","ENSG00000214078",0.458549257271525,6.70300036661146,62.798619982145,2.28959209198199e-15,3.56389319067572e-13,"CPNE1",NA,NA,NA,NA,NA,NA,NA,NA
"2404","ENSG00000105063",0.443580016210798,7.07973544730356,62.4429960970864,2.74269478455805e-15,4.22516372841762e-13,"PPP6R1",NA,NA,NA,NA,NA,NA,NA,NA
"5440","ENSG00000135439",-0.580734091695315,6.24269965000967,62.0231937511595,3.39435703243162e-15,5.17570174853323e-13,"AGAP2",-0.313961899136779,0,0,1,0,2,0,"AGAP2"
"10446","ENSG00000178537",-0.93374548877051,3.77497662268222,61.9661133040766,3.49418852692276e-15,5.27410698563705e-13,"SLC25A20",-1.49471214024061,0,3,0,0,0,0,"SLC25A20"
"148","ENSG00000008083",-0.470771599840132,6.06663570954894,61.4256655530548,4.59777883303056e-15,6.87046091019757e-13,"JARID2",-0.646946234506503,1,0,0,0,0,0,"JARID2"
"13991","ENSG00000273562",-0.381266246542334,7.3678962741742,61.3906089157153,4.68037607248672e-15,6.92463956942269e-13,"NAP1L4",NA,NA,NA,NA,NA,NA,NA,NA
"18","ENSG00000002549",0.494806727037307,5.73545597666927,61.2459042830816,5.03732431655382e-15,7.37968012375135e-13,"LAP3",-0.0303847147798715,0,0,0,0,1,0,"LAP3"
"9887","ENSG00000173320",0.584009963117887,5.69686707710296,60.3845558470034,7.80227451553353e-15,1.13193580665648e-12,"STOX2",-0.947366425865824,0,1,3,0,2,0,"STOX2"
"14914","ENSG00000288658",1.01013250703635,3.21905839479157,60.2471140128179,8.3665413874176e-15,1.2021271918479e-12,"ENSG00000288658",-0.308616344555105,0,0,1,0,0,0,"ENSG00000288658.2"
"5576","ENSG00000136240",0.490006294207453,7.36064522085769,59.8713461563985,1.01265066284648e-14,1.44114655761095e-12,"KDELR2",NA,NA,NA,NA,NA,NA,NA,NA
"711","ENSG00000064419",-0.377595036305929,6.87000393509295,59.7453561582761,1.0795961104864e-14,1.52192496971682e-12,"TNPO3",NA,NA,NA,NA,NA,NA,NA,NA
"1807","ENSG00000100285",0.533202077716655,6.43385433591927,59.7215606690824,1.09272847218554e-14,1.52604126727744e-12,"NEFH",-0.0624920716523005,0,0,0,0,1,0,"NEFH"
"7519","ENSG00000155849",0.486287719015395,6.39832170745146,58.6261972497527,1.90660833191104e-14,2.63800447256914e-12,"ELMO1",-0.36432098468685,0,0,1,0,2,0,"ELMO1"
"1311","ENSG00000084112",0.564438317305986,6.16120241212119,58.4356925575724,2.10045560729689e-14,2.87955120548967e-12,"SSH1",-0.875549644191622,0,1,2,0,2,0,"SSH1"
"5435","ENSG00000135414",-0.424334174452064,6.20571101169732,57.3082462156023,3.72589778819005e-14,5.05550880605959e-12,"GDF11",-1.04995582758094,0,2,2,0,0,0,"GDF11"
"7591","ENSG00000156642",0.750666982044745,4.04105706195687,57.2927621268294,3.75534683445502e-14,5.05550880605959e-12,"NPTN",-0.0762643274957273,0,0,0,0,1,0,"NPTN"
"7093","ENSG00000150593",0.838132423029406,5.66355079703843,57.0278847564425,4.29676123174132e-14,5.73272348981345e-12,"PDCD4",NA,NA,NA,NA,NA,NA,NA,NA
"352","ENSG00000025800",-0.448963966946066,6.66930585135201,57.0084988240798,4.33932585254934e-14,5.73827842607476e-12,"KPNA6",-0.593936950208964,0,0,3,0,0,0,"KPNA6"
"7550","ENSG00000156162",0.397804064585791,6.06327120880422,56.8359132907412,4.73735346097835e-14,6.20967304977189e-12,"DPY19L4",-0.53518691862121,0,1,0,0,0,0,"DPY19L4"
"2415","ENSG00000105176",0.367047021262449,6.47700851628816,56.6921893258213,5.09655836743656e-14,6.56533376591418e-12,"URI1",-0.25906805155232,0,0,1,0,0,0,"URI1"
"11221","ENSG00000185559",0.521561789524039,9.39557313622185,56.6975765917644,5.08261494854196e-14,6.56533376591418e-12,"DLK1",-0.234528595845461,0,0,1,0,0,0,"DLK1"
"5410","ENSG00000135269",-0.375493859268505,6.70217570648852,56.2902908267789,6.25234051151278e-14,7.98536104816542e-12,"TES",-0.03317224364773,0,0,0,0,1,0,"TES"
"2818","ENSG00000108639",0.590980030462669,6.23794529793849,56.2510706514376,6.37830921396413e-14,8.07720971053102e-12,"SYNGR2",NA,NA,NA,NA,NA,NA,NA,NA
"5209","ENSG00000133627",0.51617954525997,5.28775169390287,56.2152477676584,6.49558409832881e-14,8.15659774633004e-12,"ACTR3B",NA,NA,NA,NA,NA,NA,NA,NA
"5659","ENSG00000136868",0.575129503867939,5.81454864301454,56.140041379458,6.74885718005122e-14,8.40401440345879e-12,"SLC31A1",-0.378728063136906,0,0,1,0,0,0,"SLC31A1"
"3167","ENSG00000112305",-0.497879752303724,5.38574471065208,55.6266580729286,8.76272439974734e-14,1.08216025376384e-11,"SMAP1",NA,NA,NA,NA,NA,NA,NA,NA
"5081","ENSG00000132437",0.508107044768951,7.36344183879579,55.5717536843661,9.01091356379339e-14,1.1036891916702e-11,"DDC",NA,NA,NA,NA,NA,NA,NA,NA
"2582","ENSG00000106266",-0.551887231791422,5.44472527424072,55.2394235789578,1.06706926770893e-13,1.29635902986785e-11,"SNX8",-0.814671992398388,0,2,0,0,0,0,"SNX8"
"1921","ENSG00000100814",-0.442391435270538,5.97421328296962,55.128393661716,1.12908019058936e-13,1.36063268451426e-11,"CCNB1IP1",-0.261528279733674,0,0,1,0,0,0,"CCNB1IP1"
"14197","ENSG00000276429",0.54198357197864,5.47428982393463,55.0552296074522,1.17190096583485e-13,1.40093729059761e-11,"PLCH2",NA,NA,NA,NA,NA,NA,NA,NA
"6898","ENSG00000147955",0.349714446787575,6.6905294036524,54.8159171523458,1.32364411409172e-13,1.56977888864068e-11,"SIGMAR1",NA,NA,NA,NA,NA,NA,NA,NA
"2793","ENSG00000108479",0.477769532734442,5.28263346543218,54.4211076808217,1.61815399136854e-13,1.90394292071024e-11,"GALK1",NA,NA,NA,NA,NA,NA,NA,NA
"8948","ENSG00000166913",-0.338028838217312,8.04835885939004,54.3483196873841,1.6792152478762e-13,1.96035261320422e-11,"YWHAB",-0.704283978889488,0,1,1,0,1,0,"YWHAB"
"13120","ENSG00000236515",0.569428027365692,4.75289807888207,53.8722908187093,2.13953904407789e-13,2.47838232059349e-11,"ZBTB9",NA,NA,NA,NA,NA,NA,NA,NA
"5065","ENSG00000132341",-0.362410891240984,8.46431817306278,53.760810304055,2.26444812094183e-13,2.60289602086413e-11,"RAN",-0.224982550892059,0,0,1,0,1,0,"RAN"
"2911","ENSG00000109654",0.681116008739784,6.60431983261397,53.2715207740585,2.90487547392635e-13,3.3135537562505e-11,"TRIM2",-0.349001353227468,0,0,1,0,1,0,"TRIM2"
"3986","ENSG00000120705",0.430356252446309,7.25133712794913,53.2263601900053,2.97243136141393e-13,3.36492741163699e-11,"ETF1",-0.554571497961006,0,1,1,0,0,0,"ETF1"
"10422","ENSG00000178233",-0.525897641797323,5.51326728935873,53.073677543075,3.2126892285313e-13,3.60956504826641e-11,"TMEM151B",-0.257732992965468,0,0,1,0,0,0,"TMEM151B"
"8883","ENSG00000166482",-0.587222200495319,8.4771597949111,52.8422795226733,3.6143659756404e-13,4.03055752044735e-11,"MFAP4",NA,NA,NA,NA,NA,NA,NA,NA
"5885","ENSG00000138413",0.460880781722041,5.81110346408945,52.735306692642,3.81667986158612e-13,4.22464053123566e-11,"IDH1",NA,NA,NA,NA,NA,NA,NA,NA
"9902","ENSG00000173457",0.330811855823021,8.50354907091263,52.559462788097,4.17416663909244e-13,4.58636559470282e-11,"PPP1R14B",NA,NA,NA,NA,NA,NA,NA,NA
"4346","ENSG00000124766",-0.45101981976282,9.04474094457141,52.4055078053668,4.5145600632885e-13,4.92416576830073e-11,"SOX4",-0.731763336081433,0,1,0,0,0,0,"SOX4"
"6889","ENSG00000147853",-0.42212656492737,5.84855457880659,52.1740059604317,5.0794082435194e-13,5.50011575238481e-11,"AK3",-0.96629558825353,0,1,1,0,0,0,"AK3"
"9725","ENSG00000172159",0.560867011717298,5.45296154749367,52.1065424187425,5.25694867326886e-13,5.65140892263716e-11,"FRMD3",-0.711342840706276,0,0,3,0,0,0,"FRMD3"
"8032","ENSG00000161800",-0.362257700232599,6.92378062026104,52.0104451074403,5.52061862634191e-13,5.85068114421469e-11,"RACGAP1",-0.240606208154524,0,0,1,0,0,0,"RACGAP1"
"10463","ENSG00000178719",0.368411204099792,7.27415255164005,52.0145996072021,5.50895055158872e-13,5.85068114421469e-11,"GRINA",NA,NA,NA,NA,NA,NA,NA,NA
"3288","ENSG00000113583",0.570504475430438,5.26956568892608,51.9112692311279,5.80661955597672e-13,6.11044479049015e-11,"C5orf15",NA,NA,NA,NA,NA,NA,NA,NA
"7843","ENSG00000159658",0.472232299107626,5.40301646502177,51.8726133404042,5.92206875971293e-13,6.18835478855876e-11,"EFCAB14",-0.304044269498212,0,0,1,0,1,0,"EFCAB14"
"11501","ENSG00000188070",-0.511445334223921,7.04418924092817,51.8236194633291,6.07169964561528e-13,6.30065331975202e-11,"ZFTA",-0.505032982503273,0,1,0,0,0,0,"ZFTA"
"7826","ENSG00000159399",0.578527616760121,6.72206418654128,51.6145096204013,6.75405830868841e-13,6.96040643494695e-11,"HK2",NA,NA,NA,NA,NA,NA,NA,NA
"936","ENSG00000071246",-0.422669773160631,6.3189406667424,51.587064810165,6.84913566625621e-13,7.01004344252510e-11,"VASH1",-1.22183346243298,1,1,1,0,0,0,"VASH1"
"4959","ENSG00000131323",0.42561980473184,6.37738322724694,51.4346813585563,7.40193013355022e-13,7.52428857045177e-11,"TRAF3",-0.218218187663656,0,0,1,0,1,0,"TRAF3"
"1870","ENSG00000100503",-0.388769979314554,6.3902311660501,51.2657730872735,8.06699478705771e-13,8.11714956287984e-11,"NIN",-1.02287503288377,0,2,0,0,0,0,"NIN"
"7397","ENSG00000154144",-0.564894321020103,4.90972163840603,51.2512378797024,8.12694714756757e-13,8.11714956287984e-11,"TBRG1",-1.55154373577342,2,0,0,0,0,0,"TBRG1"
